Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
375.30	40.000	35.541	0.028137	272.46	385.00	5.9690	0.75138	1.0795	404.61	0.10339	21.718	0.031993	supercritical
376.02	40.000	35.470	0.028193	273.01	385.78	5.9710	0.75140	1.0794	404.99	0.10280	21.747	0.032035	supercritical
376.73	40.000	35.400	0.028249	273.56	386.55	5.9731	0.75142	1.0793	405.38	0.10222	21.776	0.032076	supercritical
377.45	40.000	35.330	0.028304	274.11	387.32	5.9752	0.75144	1.0792	405.76	0.10165	21.805	0.032117	supercritical
378.17	40.000	35.261	0.028360	274.66	388.10	5.9772	0.75146	1.0790	406.15	0.10107	21.833	0.032159	supercritical
378.88	40.000	35.191	0.028416	275.21	388.87	5.9792	0.75148	1.0789	406.53	0.10050	21.862	0.032200	supercritical
379.60	40.000	35.122	0.028472	275.76	389.64	5.9813	0.75150	1.0788	406.91	0.099930	21.891	0.032241	supercritical
380.32	40.000	35.054	0.028528	276.31	390.42	5.9833	0.75153	1.0787	407.29	0.099362	21.920	0.032283	supercritical
381.03	40.000	34.985	0.028583	276.86	391.19	5.9853	0.75155	1.0786	407.67	0.098797	21.948	0.032324	supercritical
381.75	40.000	34.917	0.028639	277.41	391.96	5.9874	0.75157	1.0785	408.06	0.098235	21.977	0.032365	supercritical
382.47	40.000	34.849	0.028695	277.96	392.74	5.9894	0.75160	1.0783	408.44	0.097674	22.006	0.032406	supercritical
383.18	40.000	34.782	0.028751	278.51	393.51	5.9914	0.75162	1.0782	408.82	0.097116	22.034	0.032448	supercritical
383.90	40.000	34.715	0.028806	279.06	394.28	5.9934	0.75165	1.0781	409.20	0.096561	22.063	0.032489	supercritical
384.62	40.000	34.648	0.028862	279.61	395.05	5.9954	0.75168	1.0780	409.58	0.096008	22.092	0.032530	supercritical
385.33	40.000	34.581	0.028918	280.15	395.83	5.9974	0.75170	1.0779	409.95	0.095457	22.120	0.032571	supercritical
386.05	40.000	34.514	0.028973	280.70	396.60	5.9995	0.75173	1.0778	410.33	0.094908	22.149	0.032613	supercritical
386.77	40.000	34.448	0.029029	281.25	397.37	6.0015	0.75176	1.0777	410.71	0.094362	22.177	0.032654	supercritical
387.48	40.000	34.382	0.029085	281.80	398.14	6.0034	0.75179	1.0776	411.09	0.093818	22.206	0.032695	supercritical
388.20	40.000	34.317	0.029140	282.35	398.92	6.0054	0.75182	1.0775	411.46	0.093276	22.234	0.032736	supercritical
388.92	40.000	34.251	0.029196	282.90	399.69	6.0074	0.75185	1.0774	411.84	0.092737	22.263	0.032778	supercritical
389.63	40.000	34.186	0.029252	283.45	400.46	6.0094	0.75188	1.0773	412.22	0.092199	22.291	0.032819	supercritical
390.35	40.000	34.121	0.029307	284.00	401.23	6.0114	0.75191	1.0772	412.59	0.091664	22.320	0.032860	supercritical
391.07	40.000	34.057	0.029363	284.55	402.00	6.0134	0.75194	1.0771	412.97	0.091131	22.348	0.032901	supercritical
391.78	40.000	33.992	0.029419	285.10	402.78	6.0153	0.75197	1.0770	413.34	0.090601	22.376	0.032942	supercritical
392.50	40.000	33.928	0.029474	285.65	403.55	6.0173	0.75200	1.0769	413.71	0.090072	22.405	0.032983	supercritical
393.22	40.000	33.864	0.029530	286.20	404.32	6.0193	0.75203	1.0768	414.09	0.089546	22.433	0.033024	supercritical
393.93	40.000	33.801	0.029585	286.75	405.09	6.0212	0.75207	1.0767	414.46	0.089022	22.461	0.033065	supercritical
394.65	40.000	33.737	0.029641	287.30	405.86	6.0232	0.75210	1.0766	414.83	0.088500	22.490	0.033107	supercritical
395.37	40.000	33.674	0.029696	287.85	406.63	6.0251	0.75213	1.0765	415.21	0.087980	22.518	0.033148	supercritical
396.08	40.000	33.611	0.029752	288.40	407.40	6.0271	0.75217	1.0764	415.58	0.087463	22.546	0.033189	supercritical
396.80	40.000	33.549	0.029807	288.95	408.18	6.0290	0.75220	1.0764	415.95	0.086947	22.575	0.033230	supercritical
397.52	40.000	33.486	0.029863	289.50	408.95	6.0310	0.75224	1.0763	416.32	0.086434	22.603	0.033271	supercritical
398.23	40.000	33.424	0.029919	290.04	409.72	6.0329	0.75228	1.0762	416.69	0.085922	22.631	0.033312	supercritical
398.95	40.000	33.362	0.029974	290.59	410.49	6.0348	0.75231	1.0761	417.06	0.085413	22.659	0.033353	supercritical
399.67	40.000	33.301	0.030030	291.14	411.26	6.0368	0.75235	1.0760	417.43	0.084906	22.687	0.033394	supercritical
400.38	40.000	33.239	0.030085	291.69	412.03	6.0387	0.75239	1.0759	417.80	0.084401	22.716	0.033435	supercritical
401.10	40.000	33.178	0.030140	292.24	412.80	6.0406	0.75243	1.0759	418.17	0.083898	22.744	0.033476	supercritical
401.82	40.000	33.117	0.030196	292.79	413.57	6.0426	0.75247	1.0758	418.53	0.083397	22.772	0.033517	supercritical
402.53	40.000	33.056	0.030251	293.34	414.35	6.0445	0.75251	1.0757	418.90	0.082897	22.800	0.033558	supercritical
403.25	40.000	32.996	0.030307	293.89	415.12	6.0464	0.75255	1.0756	419.27	0.082400	22.828	0.033599	supercritical
403.97	40.000	32.936	0.030362	294.44	415.89	6.0483	0.75259	1.0756	419.63	0.081905	22.856	0.033640	supercritical
404.68	40.000	32.876	0.030418	294.99	416.66	6.0502	0.75263	1.0755	420.00	0.081412	22.884	0.033681	supercritical
405.40	40.000	32.816	0.030473	295.54	417.43	6.0521	0.75267	1.0754	420.37	0.080921	22.912	0.033722	supercritical
406.12	40.000	32.756	0.030528	296.09	418.20	6.0540	0.75271	1.0753	420.73	0.080432	22.940	0.033763	supercritical
406.83	40.000	32.697	0.030584	296.63	418.97	6.0559	0.75275	1.0753	421.10	0.079945	22.968	0.033804	supercritical
407.55	40.000	32.638	0.030639	297.18	419.74	6.0578	0.75280	1.0752	421.46	0.079459	22.996	0.033845	supercritical
408.27	40.000	32.579	0.030695	297.73	420.51	6.0597	0.75284	1.0751	421.82	0.078976	23.024	0.033886	supercritical
408.98	40.000	32.520	0.030750	298.28	421.28	6.0616	0.75288	1.0751	422.19	0.078495	23.052	0.033927	supercritical
409.70	40.000	32.462	0.030805	298.83	422.05	6.0634	0.75293	1.0750	422.55	0.078015	23.080	0.033967	supercritical
410.42	40.000	32.404	0.030861	299.38	422.82	6.0653	0.75297	1.0749	422.91	0.077537	23.108	0.034008	supercritical
411.13	40.000	32.346	0.030916	299.93	423.59	6.0672	0.75302	1.0749	423.28	0.077062	23.136	0.034049	supercritical
411.85	40.000	32.288	0.030971	300.48	424.36	6.0691	0.75307	1.0748	423.64	0.076588	23.164	0.034090	supercritical
412.57	40.000	32.230	0.031027	301.03	425.13	6.0709	0.75311	1.0748	424.00	0.076116	23.192	0.034131	supercritical
413.28	40.000	32.173	0.031082	301.58	425.90	6.0728	0.75316	1.0747	424.36	0.075646	23.219	0.034172	supercritical
414.00	40.000	32.116	0.031137	302.12	426.67	6.0747	0.75321	1.0746	424.72	0.075177	23.247	0.034213	supercritical
414.72	40.000	32.059	0.031193	302.67	427.44	6.0765	0.75325	1.0746	425.08	0.074711	23.275	0.034253	supercritical
415.43	40.000	32.002	0.031248	303.22	428.21	6.0784	0.75330	1.0745	425.44	0.074246	23.303	0.034294	supercritical
416.15	40.000	31.946	0.031303	303.77	428.98	6.0802	0.75335	1.0745	425.80	0.073783	23.331	0.034335	supercritical
416.87	40.000	31.889	0.031358	304.32	429.75	6.0821	0.75340	1.0744	426.16	0.073322	23.358	0.034376	supercritical
417.58	40.000	31.833	0.031414	304.87	430.52	6.0839	0.75345	1.0744	426.52	0.072863	23.386	0.034417	supercritical
418.30	40.000	31.777	0.031469	305.42	431.29	6.0858	0.75350	1.0743	426.88	0.072405	23.414	0.034458	supercritical
419.02	40.000	31.722	0.031524	305.97	432.06	6.0876	0.75355	1.0743	427.23	0.071950	23.441	0.034498	supercritical
419.73	40.000	31.666	0.031579	306.52	432.83	6.0894	0.75361	1.0742	427.59	0.071496	23.469	0.034539	supercritical
420.45	40.000	31.611	0.031635	307.07	433.60	6.0913	0.75366	1.0742	427.95	0.071043	23.497	0.034580	supercritical
421.17	40.000	31.556	0.031690	307.61	434.37	6.0931	0.75371	1.0741	428.30	0.070593	23.524	0.034621	supercritical
421.88	40.000	31.501	0.031745	308.16	435.14	6.0949	0.75376	1.0741	428.66	0.070144	23.552	0.034661	supercritical
422.60	40.000	31.446	0.031800	308.71	435.91	6.0968	0.75382	1.0741	429.01	0.069697	23.579	0.034702	supercritical
423.32	40.000	31.392	0.031856	309.26	436.68	6.0986	0.75387	1.0740	429.37	0.069252	23.607	0.034743	supercritical
424.03	40.000	31.337	0.031911	309.81	437.45	6.1004	0.75393	1.0740	429.72	0.068808	23.635	0.034784	supercritical
424.75	40.000	31.283	0.031966	310.36	438.22	6.1022	0.75398	1.0739	430.08	0.068366	23.662	0.034824	supercritical
425.47	40.000	31.229	0.032021	310.91	438.99	6.1040	0.75404	1.0739	430.43	0.067926	23.690	0.034865	supercritical
426.18	40.000	31.176	0.032076	311.46	439.76	6.1058	0.75410	1.0738	430.79	0.067488	23.717	0.034906	supercritical
426.90	40.000	31.122	0.032131	312.01	440.53	6.1076	0.75415	1.0738	431.14	0.067051	23.745	0.034947	supercritical
427.62	40.000	31.069	0.032187	312.55	441.30	6.1094	0.75421	1.0738	431.49	0.066615	23.772	0.034987	supercritical
428.33	40.000	31.016	0.032242	313.10	442.07	6.1112	0.75427	1.0737	431.84	0.066182	23.799	0.035028	supercritical
429.05	40.000	30.963	0.032297	313.65	442.84	6.1130	0.75433	1.0737	432.20	0.065750	23.827	0.035069	supercritical
429.77	40.000	30.910	0.032352	314.20	443.61	6.1148	0.75438	1.0737	432.55	0.065320	23.854	0.035109	supercritical
430.48	40.000	30.858	0.032407	314.75	444.38	6.1166	0.75444	1.0736	432.90	0.064891	23.882	0.035150	supercritical
431.20	40.000	30.805	0.032462	315.30	445.15	6.1184	0.75450	1.0736	433.25	0.064464	23.909	0.035191	supercritical
431.92	40.000	30.753	0.032517	315.85	445.92	6.1202	0.75456	1.0736	433.60	0.064039	23.936	0.035231	supercritical
432.63	40.000	30.701	0.032572	316.40	446.69	6.1220	0.75462	1.0736	433.95	0.063615	23.964	0.035272	supercritical
433.35	40.000	30.649	0.032627	316.95	447.46	6.1237	0.75469	1.0735	434.30	0.063192	23.991	0.035313	supercritical
434.07	40.000	30.597	0.032682	317.50	448.23	6.1255	0.75475	1.0735	434.65	0.062772	24.018	0.035353	supercritical
434.78	40.000	30.546	0.032738	318.04	448.99	6.1273	0.75481	1.0735	435.00	0.062353	24.046	0.035394	supercritical
435.50	40.000	30.495	0.032793	318.59	449.76	6.1290	0.75487	1.0734	435.35	0.061935	24.073	0.035435	supercritical
436.22	40.000	30.444	0.032848	319.14	450.53	6.1308	0.75494	1.0734	435.69	0.061519	24.100	0.035475	supercritical
436.93	40.000	30.393	0.032903	319.69	451.30	6.1326	0.75500	1.0734	436.04	0.061105	24.127	0.035516	supercritical
437.65	40.000	30.342	0.032958	320.24	452.07	6.1343	0.75506	1.0734	436.39	0.060692	24.155	0.035556	supercritical
438.37	40.000	30.291	0.033013	320.79	452.84	6.1361	0.75513	1.0734	436.74	0.060281	24.182	0.035597	supercritical
439.08	40.000	30.241	0.033068	321.34	453.61	6.1378	0.75519	1.0733	437.08	0.059871	24.209	0.035638	supercritical
439.80	40.000	30.191	0.033123	321.89	454.38	6.1396	0.75526	1.0733	437.43	0.059462	24.236	0.035678	supercritical
440.52	40.000	30.141	0.033178	322.44	455.15	6.1413	0.75533	1.0733	437.77	0.059056	24.263	0.035719	supercritical
441.23	40.000	30.091	0.033233	322.99	455.92	6.1431	0.75539	1.0733	438.12	0.058650	24.290	0.035759	supercritical
441.95	40.000	30.041	0.033288	323.54	456.69	6.1448	0.75546	1.0733	438.46	0.058247	24.317	0.035800	supercritical
442.67	40.000	29.991	0.033343	324.09	457.46	6.1466	0.75553	1.0732	438.81	0.057844	24.345	0.035840	supercritical
443.38	40.000	29.942	0.033398	324.63	458.23	6.1483	0.75560	1.0732	439.15	0.057443	24.372	0.035881	supercritical
444.10	40.000	29.893	0.033453	325.18	458.99	6.1500	0.75567	1.0732	439.50	0.057044	24.399	0.035922	supercritical
444.82	40.000	29.844	0.033508	325.73	459.76	6.1518	0.75573	1.0732	439.84	0.056646	24.426	0.035962	supercritical
445.53	40.000	29.795	0.033563	326.28	460.53	6.1535	0.75580	1.0732	440.18	0.056250	24.453	0.036003	supercritical
446.25	40.000	29.746	0.033618	326.83	461.30	6.1552	0.75587	1.0732	440.52	0.055855	24.480	0.036043	supercritical
446.97	40.000	29.698	0.033673	327.38	462.07	6.1569	0.75594	1.0732	440.87	0.055461	24.507	0.036084	supercritical
447.68	40.000	29.649	0.033728	327.93	462.84	6.1587	0.75602	1.0732	441.21	0.055069	24.534	0.036124	supercritical
448.40	40.000	29.601	0.033782	328.48	463.61	6.1604	0.75609	1.0732	441.55	0.054679	24.561	0.036165	supercritical
449.12	40.000	29.553	0.033837	329.03	464.38	6.1621	0.75616	1.0732	441.89	0.054289	24.587	0.036205	supercritical
449.83	40.000	29.505	0.033892	329.58	465.15	6.1638	0.75623	1.0731	442.23	0.053901	24.614	0.036246	supercritical
450.55	40.000	29.457	0.033947	330.13	465.92	6.1655	0.75631	1.0731	442.57	0.053515	24.641	0.036286	supercritical
451.27	40.000	29.410	0.034002	330.68	466.69	6.1672	0.75638	1.0731	442.91	0.053130	24.668	0.036327	supercritical
451.98	40.000	29.362	0.034057	331.23	467.45	6.1689	0.75645	1.0731	443.25	0.052746	24.695	0.036367	supercritical
452.70	40.000	29.315	0.034112	331.78	468.22	6.1706	0.75653	1.0731	443.59	0.052364	24.722	0.036408	supercritical
453.42	40.000	29.268	0.034167	332.33	468.99	6.1723	0.75660	1.0731	443.93	0.051983	24.749	0.036448	supercritical
454.13	40.000	29.221	0.034222	332.88	469.76	6.1740	0.75668	1.0731	444.27	0.051604	24.776	0.036489	supercritical
454.85	40.000	29.174	0.034277	333.42	470.53	6.1757	0.75675	1.0731	444.61	0.051226	24.802	0.036529	supercritical
455.57	40.000	29.128	0.034331	333.97	471.30	6.1774	0.75683	1.0731	444.95	0.050849	24.829	0.036570	supercritical
456.28	40.000	29.081	0.034386	334.52	472.07	6.1791	0.75691	1.0731	445.28	0.050474	24.856	0.036610	supercritical
457.00	40.000	29.035	0.034441	335.07	472.84	6.1808	0.75698	1.0731	445.62	0.050099	24.883	0.036651	supercritical
457.72	40.000	28.989	0.034496	335.62	473.61	6.1824	0.75706	1.0731	445.96	0.049727	24.909	0.036691	supercritical
458.43	40.000	28.943	0.034551	336.17	474.38	6.1841	0.75714	1.0731	446.29	0.049355	24.936	0.036732	supercritical
459.15	40.000	28.897	0.034606	336.72	475.15	6.1858	0.75722	1.0732	446.63	0.048985	24.963	0.036772	supercritical
459.87	40.000	28.851	0.034661	337.27	475.91	6.1875	0.75730	1.0732	446.97	0.048616	24.989	0.036812	supercritical
460.58	40.000	28.806	0.034715	337.82	476.68	6.1891	0.75738	1.0732	447.30	0.048249	25.016	0.036853	supercritical
461.30	40.000	28.760	0.034770	338.37	477.45	6.1908	0.75746	1.0732	447.64	0.047883	25.043	0.036893	supercritical
462.02	40.000	28.715	0.034825	338.92	478.22	6.1925	0.75754	1.0732	447.97	0.047518	25.069	0.036934	supercritical
462.73	40.000	28.670	0.034880	339.47	478.99	6.1941	0.75762	1.0732	448.31	0.047155	25.096	0.036974	supercritical
463.45	40.000	28.625	0.034935	340.02	479.76	6.1958	0.75770	1.0732	448.64	0.046792	25.122	0.037015	supercritical
464.17	40.000	28.580	0.034989	340.57	480.53	6.1975	0.75778	1.0732	448.97	0.046431	25.149	0.037055	supercritical
464.88	40.000	28.535	0.035044	341.12	481.30	6.1991	0.75787	1.0732	449.31	0.046072	25.176	0.037095	supercritical
465.60	40.000	28.491	0.035099	341.67	482.07	6.2008	0.75795	1.0732	449.64	0.045713	25.202	0.037136	supercritical
466.32	40.000	28.446	0.035154	342.22	482.84	6.2024	0.75803	1.0733	449.97	0.045356	25.229	0.037176	supercritical
467.03	40.000	28.402	0.035209	342.77	483.61	6.2041	0.75812	1.0733	450.30	0.045000	25.255	0.037217	supercritical
467.75	40.000	28.358	0.035263	343.32	484.38	6.2057	0.75820	1.0733	450.64	0.044646	25.282	0.037257	supercritical
468.47	40.000	28.314	0.035318	343.87	485.14	6.2074	0.75829	1.0733	450.97	0.044292	25.308	0.037297	supercritical
469.18	40.000	28.270	0.035373	344.42	485.91	6.2090	0.75837	1.0733	451.30	0.043940	25.335	0.037338	supercritical
469.90	40.000	28.227	0.035428	344.97	486.68	6.2106	0.75846	1.0733	451.63	0.043589	25.361	0.037378	supercritical
470.62	40.000	28.183	0.035482	345.52	487.45	6.2123	0.75854	1.0734	451.96	0.043239	25.387	0.037418	supercritical
471.33	40.000	28.140	0.035537	346.07	488.22	6.2139	0.75863	1.0734	452.29	0.042891	25.414	0.037459	supercritical
472.05	40.000	28.096	0.035592	346.62	488.99	6.2155	0.75872	1.0734	452.62	0.042544	25.440	0.037499	supercritical
472.77	40.000	28.053	0.035647	347.17	489.76	6.2172	0.75881	1.0734	452.95	0.042198	25.467	0.037540	supercritical
473.48	40.000	28.010	0.035701	347.72	490.53	6.2188	0.75889	1.0734	453.28	0.041853	25.493	0.037580	supercritical
474.20	40.000	27.967	0.035756	348.27	491.30	6.2204	0.75898	1.0735	453.61	0.041509	25.519	0.037620	supercritical
474.92	40.000	27.925	0.035811	348.83	492.07	6.2220	0.75907	1.0735	453.94	0.041167	25.546	0.037661	supercritical
475.63	40.000	27.882	0.035865	349.38	492.84	6.2237	0.75916	1.0735	454.26	0.040825	25.572	0.037701	supercritical
476.35	40.000	27.840	0.035920	349.93	493.61	6.2253	0.75925	1.0735	454.59	0.040485	25.598	0.037741	supercritical
477.07	40.000	27.797	0.035975	350.48	494.38	6.2269	0.75934	1.0736	454.92	0.040146	25.625	0.037782	supercritical
477.78	40.000	27.755	0.036029	351.03	495.15	6.2285	0.75943	1.0736	455.25	0.039809	25.651	0.037822	supercritical
478.50	40.000	27.713	0.036084	351.58	495.91	6.2301	0.75952	1.0736	455.57	0.039472	25.677	0.037862	supercritical
479.22	40.000	27.671	0.036139	352.13	496.68	6.2317	0.75962	1.0737	455.90	0.039137	25.703	0.037903	supercritical
479.93	40.000	27.629	0.036193	352.68	497.45	6.2333	0.75971	1.0737	456.23	0.038803	25.729	0.037943	supercritical
480.65	40.000	27.588	0.036248	353.23	498.22	6.2349	0.75980	1.0737	456.55	0.038469	25.756	0.037983	supercritical
481.37	40.000	27.546	0.036303	353.78	498.99	6.2365	0.75989	1.0737	456.88	0.038138	25.782	0.038024	supercritical
482.08	40.000	27.505	0.036357	354.33	499.76	6.2381	0.75999	1.0738	457.20	0.037807	25.808	0.038064	supercritical
482.80	40.000	27.463	0.036412	354.88	500.53	6.2397	0.76008	1.0738	457.53	0.037477	25.834	0.038104	supercritical
483.52	40.000	27.422	0.036467	355.43	501.30	6.2413	0.76017	1.0738	457.85	0.037148	25.860	0.038145	supercritical
484.23	40.000	27.381	0.036521	355.99	502.07	6.2429	0.76027	1.0739	458.18	0.036821	25.886	0.038185	supercritical
484.95	40.000	27.340	0.036576	356.54	502.84	6.2445	0.76036	1.0739	458.50	0.036495	25.913	0.038225	supercritical
485.67	40.000	27.300	0.036631	357.09	503.61	6.2461	0.76046	1.0739	458.82	0.036170	25.939	0.038265	supercritical
486.38	40.000	27.259	0.036685	357.64	504.38	6.2476	0.76056	1.0740	459.15	0.035846	25.965	0.038306	supercritical
487.10	40.000	27.218	0.036740	358.19	505.15	6.2492	0.76065	1.0740	459.47	0.035523	25.991	0.038346	supercritical
487.82	40.000	27.178	0.036795	358.74	505.92	6.2508	0.76075	1.0741	459.79	0.035201	26.017	0.038386	supercritical
488.53	40.000	27.138	0.036849	359.29	506.69	6.2524	0.76085	1.0741	460.12	0.034880	26.043	0.038427	supercritical
489.25	40.000	27.098	0.036904	359.84	507.46	6.2540	0.76095	1.0741	460.44	0.034560	26.069	0.038467	supercritical
489.97	40.000	27.058	0.036958	360.40	508.23	6.2555	0.76104	1.0742	460.76	0.034242	26.095	0.038507	supercritical
490.68	40.000	27.018	0.037013	360.95	509.00	6.2571	0.76114	1.0742	461.08	0.033924	26.121	0.038547	supercritical
491.40	40.000	26.978	0.037068	361.50	509.77	6.2587	0.76124	1.0743	461.40	0.033608	26.147	0.038588	supercritical
492.12	40.000	26.938	0.037122	362.05	510.54	6.2602	0.76134	1.0743	461.72	0.033292	26.173	0.038628	supercritical
492.83	40.000	26.899	0.037177	362.60	511.31	6.2618	0.76144	1.0743	462.04	0.032978	26.199	0.038668	supercritical
493.55	40.000	26.859	0.037231	363.15	512.08	6.2634	0.76154	1.0744	462.36	0.032665	26.225	0.038709	supercritical
494.27	40.000	26.820	0.037286	363.70	512.85	6.2649	0.76164	1.0744	462.68	0.032353	26.250	0.038749	supercritical
494.98	40.000	26.781	0.037340	364.26	513.62	6.2665	0.76174	1.0745	463.00	0.032041	26.276	0.038789	supercritical
495.70	40.000	26.742	0.037395	364.81	514.39	6.2680	0.76184	1.0745	463.32	0.031731	26.302	0.038829	supercritical
496.42	40.000	26.703	0.037449	365.36	515.16	6.2696	0.76195	1.0746	463.64	0.031422	26.328	0.038870	supercritical
497.13	40.000	26.664	0.037504	365.91	515.93	6.2711	0.76205	1.0746	463.96	0.031114	26.354	0.038910	supercritical
497.85	40.000	26.625	0.037559	366.46	516.70	6.2727	0.76215	1.0747	464.28	0.030807	26.380	0.038950	supercritical
498.57	40.000	26.586	0.037613	367.02	517.47	6.2742	0.76226	1.0747	464.59	0.030501	26.405	0.038990	supercritical
499.28	40.000	26.548	0.037668	367.57	518.24	6.2758	0.76236	1.0748	464.91	0.030196	26.431	0.039031	supercritical
500.00	40.000	26.510	0.037722	368.12	519.01	6.2773	0.76246	1.0748	465.23	0.029893	26.457	0.039071	supercritical
