Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
218.35	40.000	65.268	0.015321	148.59	209.87	5.3620	0.76529	1.1969	302.19	0.34627	14.932	0.022653	supercritical
219.07	40.000	64.997	0.015385	149.19	210.73	5.3659	0.76505	1.1953	302.79	0.34416	14.965	0.022695	supercritical
219.78	40.000	64.729	0.015449	149.79	211.59	5.3698	0.76482	1.1937	303.39	0.34206	14.997	0.022738	supercritical
220.50	40.000	64.464	0.015513	150.39	212.44	5.3737	0.76459	1.1922	303.99	0.33999	15.029	0.022780	supercritical
221.22	40.000	64.201	0.015576	150.99	213.30	5.3775	0.76437	1.1906	304.58	0.33793	15.062	0.022822	supercritical
221.93	40.000	63.940	0.015640	151.59	214.15	5.3814	0.76415	1.1891	305.17	0.33589	15.094	0.022865	supercritical
222.65	40.000	63.682	0.015703	152.19	215.00	5.3852	0.76393	1.1876	305.76	0.33386	15.127	0.022907	supercritical
223.37	40.000	63.427	0.015766	152.79	215.85	5.3890	0.76372	1.1862	306.35	0.33185	15.159	0.022950	supercritical
224.08	40.000	63.174	0.015829	153.38	216.70	5.3928	0.76351	1.1847	306.94	0.32986	15.191	0.022992	supercritical
224.80	40.000	62.923	0.015892	153.98	217.55	5.3966	0.76330	1.1833	307.52	0.32788	15.224	0.023035	supercritical
225.52	40.000	62.674	0.015955	154.57	218.40	5.4004	0.76310	1.1819	308.10	0.32592	15.256	0.023077	supercritical
226.23	40.000	62.428	0.016018	155.17	219.24	5.4041	0.76290	1.1806	308.68	0.32398	15.289	0.023120	supercritical
226.95	40.000	62.184	0.016081	155.76	220.09	5.4079	0.76270	1.1792	309.26	0.32205	15.321	0.023163	supercritical
227.67	40.000	61.943	0.016144	156.36	220.93	5.4116	0.76251	1.1779	309.84	0.32013	15.354	0.023205	supercritical
228.38	40.000	61.703	0.016207	156.95	221.78	5.4153	0.76232	1.1766	310.41	0.31824	15.386	0.023248	supercritical
229.10	40.000	61.466	0.016269	157.54	222.62	5.4190	0.76213	1.1753	310.98	0.31635	15.418	0.023291	supercritical
229.82	40.000	61.231	0.016332	158.14	223.46	5.4226	0.76194	1.1740	311.55	0.31448	15.451	0.023333	supercritical
230.53	40.000	60.998	0.016394	158.73	224.30	5.4263	0.76176	1.1728	312.12	0.31263	15.483	0.023376	supercritical
231.25	40.000	60.767	0.016456	159.32	225.14	5.4299	0.76158	1.1715	312.69	0.31079	15.516	0.023419	supercritical
231.97	40.000	60.538	0.016519	159.91	225.98	5.4335	0.76141	1.1703	313.26	0.30897	15.548	0.023462	supercritical
232.68	40.000	60.311	0.016581	160.50	226.82	5.4372	0.76123	1.1691	313.82	0.30715	15.581	0.023505	supercritical
233.40	40.000	60.086	0.016643	161.09	227.66	5.4407	0.76106	1.1679	314.38	0.30536	15.613	0.023548	supercritical
234.12	40.000	59.863	0.016705	161.67	228.49	5.4443	0.76089	1.1668	314.94	0.30357	15.646	0.023590	supercritical
234.83	40.000	59.642	0.016767	162.26	229.33	5.4479	0.76073	1.1656	315.50	0.30180	15.678	0.023633	supercritical
235.55	40.000	59.422	0.016829	162.85	230.16	5.4514	0.76057	1.1645	316.06	0.30005	15.710	0.023676	supercritical
236.27	40.000	59.205	0.016890	163.44	231.00	5.4550	0.76041	1.1634	316.61	0.29831	15.743	0.023719	supercritical
236.98	40.000	58.989	0.016952	164.02	231.83	5.4585	0.76025	1.1623	317.17	0.29658	15.775	0.023762	supercritical
237.70	40.000	58.776	0.017014	164.61	232.66	5.4620	0.76009	1.1612	317.72	0.29486	15.808	0.023805	supercritical
238.42	40.000	58.564	0.017075	165.20	233.50	5.4655	0.75994	1.1601	318.27	0.29316	15.840	0.023848	supercritical
239.13	40.000	58.353	0.017137	165.78	234.33	5.4690	0.75979	1.1591	318.82	0.29146	15.872	0.023891	supercritical
239.85	40.000	58.145	0.017198	166.36	235.16	5.4724	0.75964	1.1581	319.37	0.28979	15.905	0.023934	supercritical
240.57	40.000	57.938	0.017260	166.95	235.99	5.4759	0.75949	1.1570	319.91	0.28812	15.937	0.023977	supercritical
241.28	40.000	57.733	0.017321	167.53	236.82	5.4793	0.75935	1.1560	320.46	0.28647	15.970	0.024020	supercritical
242.00	40.000	57.530	0.017382	168.12	237.64	5.4828	0.75920	1.1550	321.00	0.28482	16.002	0.024063	supercritical
242.72	40.000	57.328	0.017444	168.70	238.47	5.4862	0.75906	1.1541	321.54	0.28320	16.034	0.024106	supercritical
243.43	40.000	57.128	0.017505	169.28	239.30	5.4896	0.75892	1.1531	322.08	0.28158	16.067	0.024149	supercritical
244.15	40.000	56.929	0.017566	169.86	240.12	5.4930	0.75879	1.1521	322.62	0.27997	16.099	0.024192	supercritical
244.87	40.000	56.732	0.017627	170.44	240.95	5.4963	0.75865	1.1512	323.15	0.27838	16.131	0.024235	supercritical
245.58	40.000	56.537	0.017688	171.02	241.77	5.4997	0.75852	1.1503	323.69	0.27679	16.164	0.024277	supercritical
246.30	40.000	56.343	0.017749	171.60	242.60	5.5031	0.75839	1.1493	324.22	0.27522	16.196	0.024320	supercritical
247.02	40.000	56.150	0.017809	172.18	243.42	5.5064	0.75826	1.1484	324.76	0.27366	16.228	0.024363	supercritical
247.73	40.000	55.959	0.017870	172.76	244.25	5.5097	0.75814	1.1475	325.29	0.27211	16.261	0.024406	supercritical
248.45	40.000	55.770	0.017931	173.34	245.07	5.5130	0.75801	1.1467	325.82	0.27058	16.293	0.024449	supercritical
249.17	40.000	55.582	0.017991	173.92	245.89	5.5163	0.75789	1.1458	326.34	0.26905	16.325	0.024491	supercritical
249.88	40.000	55.395	0.018052	174.50	246.71	5.5196	0.75777	1.1449	326.87	0.26753	16.357	0.024534	supercritical
250.60	40.000	55.210	0.018113	175.08	247.53	5.5229	0.75765	1.1441	327.40	0.26603	16.390	0.024576	supercritical
251.32	40.000	55.026	0.018173	175.66	248.35	5.5262	0.75753	1.1433	327.92	0.26453	16.422	0.024618	supercritical
252.03	40.000	54.844	0.018233	176.23	249.17	5.5294	0.75741	1.1424	328.44	0.26305	16.454	0.024660	supercritical
252.75	40.000	54.663	0.018294	176.81	249.99	5.5327	0.75730	1.1416	328.97	0.26157	16.486	0.024700	supercritical
253.47	40.000	54.484	0.018354	177.39	250.80	5.5359	0.75718	1.1408	329.49	0.26011	16.519	0.024744	supercritical
254.18	40.000	54.305	0.018414	177.96	251.62	5.5391	0.75707	1.1400	330.00	0.25865	16.551	0.024788	supercritical
254.90	40.000	54.128	0.018475	178.54	252.44	5.5423	0.75696	1.1392	330.52	0.25721	16.583	0.024832	supercritical
255.62	40.000	53.953	0.018535	179.12	253.25	5.5455	0.75686	1.1385	331.04	0.25577	16.615	0.024876	supercritical
256.33	40.000	53.778	0.018595	179.69	254.07	5.5487	0.75675	1.1377	331.55	0.25435	16.647	0.024920	supercritical
257.05	40.000	53.605	0.018655	180.27	254.89	5.5519	0.75664	1.1369	332.07	0.25293	16.679	0.024963	supercritical
257.77	40.000	53.433	0.018715	180.84	255.70	5.5551	0.75654	1.1362	332.58	0.25153	16.711	0.025007	supercritical
258.48	40.000	53.263	0.018775	181.41	256.51	5.5582	0.75644	1.1354	333.09	0.25013	16.744	0.025051	supercritical
259.20	40.000	53.093	0.018835	181.99	257.33	5.5614	0.75634	1.1347	333.60	0.24875	16.776	0.025095	supercritical
259.92	40.000	52.925	0.018895	182.56	258.14	5.5645	0.75624	1.1340	334.11	0.24737	16.808	0.025138	supercritical
260.63	40.000	52.758	0.018954	183.14	258.95	5.5676	0.75614	1.1333	334.62	0.24600	16.840	0.025182	supercritical
261.35	40.000	52.592	0.019014	183.71	259.76	5.5707	0.75604	1.1326	335.12	0.24464	16.872	0.025226	supercritical
262.07	40.000	52.428	0.019074	184.28	260.58	5.5738	0.75595	1.1319	335.63	0.24329	16.904	0.025270	supercritical
262.78	40.000	52.264	0.019134	184.85	261.39	5.5769	0.75585	1.1312	336.13	0.24195	16.936	0.025313	supercritical
263.50	40.000	52.102	0.019193	185.42	262.20	5.5800	0.75576	1.1305	336.64	0.24062	16.968	0.025357	supercritical
264.22	40.000	51.940	0.019253	186.00	263.01	5.5831	0.75567	1.1299	337.14	0.23930	17.000	0.025401	supercritical
264.93	40.000	51.780	0.019312	186.57	263.82	5.5861	0.75558	1.1292	337.64	0.23798	17.032	0.025445	supercritical
265.65	40.000	51.621	0.019372	187.14	264.63	5.5892	0.75549	1.1285	338.14	0.23668	17.064	0.025488	supercritical
266.37	40.000	51.463	0.019431	187.71	265.43	5.5922	0.75540	1.1279	338.64	0.23538	17.096	0.025532	supercritical
267.08	40.000	51.307	0.019491	188.28	266.24	5.5952	0.75531	1.1273	339.13	0.23409	17.128	0.025576	supercritical
267.80	40.000	51.151	0.019550	188.85	267.05	5.5983	0.75523	1.1266	339.63	0.23281	17.160	0.025619	supercritical
268.52	40.000	50.996	0.019609	189.42	267.86	5.6013	0.75514	1.1260	340.12	0.23153	17.191	0.025663	supercritical
269.23	40.000	50.842	0.019669	189.99	268.66	5.6043	0.75506	1.1254	340.62	0.23027	17.223	0.025706	supercritical
269.95	40.000	50.690	0.019728	190.56	269.47	5.6073	0.75498	1.1248	341.11	0.22901	17.255	0.025750	supercritical
270.67	40.000	50.538	0.019787	191.13	270.28	5.6102	0.75490	1.1242	341.60	0.22776	17.287	0.025794	supercritical
271.38	40.000	50.387	0.019846	191.70	271.08	5.6132	0.75482	1.1236	342.09	0.22652	17.319	0.025837	supercritical
272.10	40.000	50.238	0.019905	192.27	271.89	5.6162	0.75474	1.1230	342.58	0.22529	17.351	0.025881	supercritical
272.82	40.000	50.089	0.019964	192.83	272.69	5.6191	0.75466	1.1224	343.07	0.22406	17.382	0.025924	supercritical
273.53	40.000	49.942	0.020023	193.40	273.50	5.6221	0.75459	1.1218	343.56	0.22285	17.414	0.025968	supercritical
274.25	40.000	49.795	0.020082	193.97	274.30	5.6250	0.75451	1.1213	344.04	0.22164	17.446	0.026011	supercritical
274.97	40.000	49.649	0.020141	194.54	275.10	5.6279	0.75444	1.1207	344.53	0.22043	17.478	0.026055	supercritical
275.68	40.000	49.504	0.020200	195.10	275.91	5.6308	0.75436	1.1201	345.01	0.21924	17.509	0.026098	supercritical
276.40	40.000	49.360	0.020259	195.67	276.71	5.6338	0.75429	1.1196	345.50	0.21805	17.541	0.026142	supercritical
277.12	40.000	49.217	0.020318	196.24	277.51	5.6367	0.75422	1.1190	345.98	0.21687	17.573	0.026185	supercritical
277.83	40.000	49.075	0.020377	196.81	278.31	5.6395	0.75415	1.1185	346.46	0.21570	17.604	0.026229	supercritical
278.55	40.000	48.934	0.020436	197.37	279.11	5.6424	0.75408	1.1180	346.94	0.21453	17.636	0.026272	supercritical
279.27	40.000	48.794	0.020494	197.94	279.92	5.6453	0.75401	1.1175	347.42	0.21337	17.667	0.026316	supercritical
279.98	40.000	48.655	0.020553	198.50	280.72	5.6482	0.75395	1.1169	347.90	0.21222	17.699	0.026359	supercritical
280.70	40.000	48.516	0.020612	199.07	281.52	5.6510	0.75388	1.1164	348.37	0.21108	17.731	0.026403	supercritical
281.42	40.000	48.379	0.020670	199.63	282.32	5.6539	0.75382	1.1159	348.85	0.20994	17.762	0.026446	supercritical
282.13	40.000	48.242	0.020729	200.20	283.12	5.6567	0.75375	1.1154	349.32	0.20881	17.794	0.026489	supercritical
282.85	40.000	48.106	0.020787	200.76	283.91	5.6595	0.75369	1.1149	349.80	0.20769	17.825	0.026533	supercritical
283.57	40.000	47.971	0.020846	201.33	284.71	5.6623	0.75363	1.1144	350.27	0.20657	17.857	0.026576	supercritical
284.28	40.000	47.837	0.020904	201.89	285.51	5.6652	0.75356	1.1139	350.74	0.20546	17.888	0.026619	supercritical
285.00	40.000	47.703	0.020963	202.46	286.31	5.6680	0.75350	1.1134	351.22	0.20435	17.920	0.026663	supercritical
285.72	40.000	47.571	0.021021	203.02	287.11	5.6708	0.75344	1.1130	351.69	0.20326	17.951	0.026706	supercritical
286.43	40.000	47.439	0.021080	203.59	287.91	5.6735	0.75338	1.1125	352.16	0.20217	17.983	0.026749	supercritical
287.15	40.000	47.308	0.021138	204.15	288.70	5.6763	0.75333	1.1120	352.62	0.20108	18.014	0.026792	supercritical
287.87	40.000	47.178	0.021196	204.71	289.50	5.6791	0.75327	1.1116	353.09	0.20000	18.045	0.026836	supercritical
288.58	40.000	47.049	0.021255	205.28	290.30	5.6819	0.75321	1.1111	353.56	0.19893	18.077	0.026879	supercritical
289.30	40.000	46.920	0.021313	205.84	291.09	5.6846	0.75316	1.1107	354.02	0.19787	18.108	0.026922	supercritical
290.02	40.000	46.792	0.021371	206.40	291.89	5.6874	0.75310	1.1102	354.49	0.19681	18.139	0.026965	supercritical
290.73	40.000	46.665	0.021429	206.97	292.68	5.6901	0.75305	1.1098	354.95	0.19575	18.171	0.027009	supercritical
291.45	40.000	46.539	0.021487	207.53	293.48	5.6928	0.75300	1.1093	355.42	0.19471	18.202	0.027052	supercritical
292.17	40.000	46.413	0.021546	208.09	294.27	5.6956	0.75295	1.1089	355.88	0.19366	18.233	0.027095	supercritical
292.88	40.000	46.288	0.021604	208.65	295.07	5.6983	0.75289	1.1085	356.34	0.19263	18.264	0.027138	supercritical
293.60	40.000	46.164	0.021662	209.21	295.86	5.7010	0.75284	1.1080	356.80	0.19160	18.296	0.027181	supercritical
294.32	40.000	46.041	0.021720	209.78	296.66	5.7037	0.75279	1.1076	357.26	0.19058	18.327	0.027224	supercritical
295.03	40.000	45.918	0.021778	210.34	297.45	5.7064	0.75275	1.1072	357.72	0.18956	18.358	0.027267	supercritical
295.75	40.000	45.796	0.021836	210.90	298.24	5.7091	0.75270	1.1068	358.18	0.18855	18.389	0.027310	supercritical
296.47	40.000	45.675	0.021894	211.46	299.04	5.7117	0.75265	1.1064	358.63	0.18754	18.420	0.027353	supercritical
297.18	40.000	45.555	0.021952	212.02	299.83	5.7144	0.75260	1.1060	359.09	0.18654	18.451	0.027396	supercritical
297.90	40.000	45.435	0.022010	212.58	300.62	5.7171	0.75256	1.1056	359.55	0.18555	18.483	0.027439	supercritical
298.62	40.000	45.316	0.022067	213.14	301.41	5.7197	0.75251	1.1052	360.00	0.18456	18.514	0.027483	supercritical
299.33	40.000	45.197	0.022125	213.70	302.21	5.7224	0.75247	1.1048	360.45	0.18357	18.545	0.027525	supercritical
300.05	40.000	45.079	0.022183	214.26	303.00	5.7250	0.75243	1.1044	360.91	0.18260	18.576	0.027568	supercritical
300.77	40.000	44.962	0.022241	214.82	303.79	5.7277	0.75238	1.1040	361.36	0.18162	18.607	0.027611	supercritical
301.48	40.000	44.846	0.022299	215.38	304.58	5.7303	0.75234	1.1036	361.81	0.18066	18.638	0.027654	supercritical
302.20	40.000	44.730	0.022356	215.94	305.37	5.7329	0.75230	1.1033	362.26	0.17970	18.669	0.027697	supercritical
302.92	40.000	44.615	0.022414	216.50	306.16	5.7355	0.75226	1.1029	362.71	0.17874	18.700	0.027740	supercritical
303.63	40.000	44.500	0.022472	217.06	306.95	5.7381	0.75222	1.1025	363.16	0.17779	18.731	0.027783	supercritical
304.35	40.000	44.386	0.022529	217.62	307.74	5.7407	0.75218	1.1022	363.61	0.17684	18.762	0.027826	supercritical
305.07	40.000	44.273	0.022587	218.18	308.53	5.7433	0.75214	1.1018	364.05	0.17590	18.792	0.027869	supercritical
305.78	40.000	44.160	0.022645	218.74	309.32	5.7459	0.75211	1.1014	364.50	0.17497	18.823	0.027912	supercritical
306.50	40.000	44.048	0.022702	219.30	310.11	5.7485	0.75207	1.1011	364.95	0.17404	18.854	0.027954	supercritical
307.22	40.000	43.937	0.022760	219.86	310.90	5.7510	0.75203	1.1007	365.39	0.17311	18.885	0.027997	supercritical
307.93	40.000	43.826	0.022817	220.42	311.69	5.7536	0.75200	1.1004	365.84	0.17219	18.916	0.028040	supercritical
308.65	40.000	43.716	0.022875	220.98	312.48	5.7562	0.75196	1.1000	366.28	0.17127	18.947	0.028083	supercritical
309.37	40.000	43.607	0.022932	221.53	313.26	5.7587	0.75193	1.0997	366.72	0.17036	18.977	0.028126	supercritical
310.08	40.000	43.498	0.022990	222.09	314.05	5.7613	0.75189	1.0994	367.16	0.16946	19.008	0.028168	supercritical
310.80	40.000	43.389	0.023047	222.65	314.84	5.7638	0.75186	1.0990	367.60	0.16856	19.039	0.028211	supercritical
311.52	40.000	43.281	0.023105	223.21	315.63	5.7663	0.75183	1.0987	368.04	0.16766	19.070	0.028254	supercritical
312.23	40.000	43.174	0.023162	223.77	316.41	5.7689	0.75180	1.0984	368.48	0.16677	19.100	0.028297	supercritical
312.95	40.000	43.068	0.023219	224.32	317.20	5.7714	0.75177	1.0981	368.92	0.16588	19.131	0.028339	supercritical
313.67	40.000	42.961	0.023277	224.88	317.99	5.7739	0.75174	1.0977	369.36	0.16500	19.161	0.028382	supercritical
314.38	40.000	42.856	0.023334	225.44	318.77	5.7764	0.75171	1.0974	369.80	0.16412	19.192	0.028424	supercritical
315.10	40.000	42.751	0.023391	226.00	319.56	5.7789	0.75168	1.0971	370.23	0.16325	19.223	0.028467	supercritical
315.82	40.000	42.647	0.023449	226.55	320.35	5.7814	0.75165	1.0968	370.67	0.16238	19.253	0.028510	supercritical
316.53	40.000	42.543	0.023506	227.11	321.13	5.7839	0.75162	1.0965	371.11	0.16152	19.284	0.028552	supercritical
317.25	40.000	42.439	0.023563	227.67	321.92	5.7863	0.75160	1.0962	371.54	0.16066	19.314	0.028595	supercritical
317.97	40.000	42.337	0.023620	228.22	322.70	5.7888	0.75157	1.0959	371.97	0.15981	19.345	0.028637	supercritical
318.68	40.000	42.234	0.023677	228.78	323.49	5.7913	0.75154	1.0956	372.41	0.15896	19.375	0.028680	supercritical
319.40	40.000	42.133	0.023735	229.34	324.28	5.7937	0.75152	1.0953	372.84	0.15811	19.406	0.028723	supercritical
320.12	40.000	42.032	0.023792	229.89	325.06	5.7962	0.75150	1.0950	373.27	0.15727	19.436	0.028765	supercritical
320.83	40.000	41.931	0.023849	230.45	325.84	5.7986	0.75147	1.0947	373.70	0.15643	19.467	0.028808	supercritical
321.55	40.000	41.831	0.023906	231.01	326.63	5.8011	0.75145	1.0944	374.13	0.15560	19.497	0.028850	supercritical
322.27	40.000	41.731	0.023963	231.56	327.41	5.8035	0.75143	1.0942	374.56	0.15477	19.528	0.028893	supercritical
322.98	40.000	41.632	0.024020	232.12	328.20	5.8060	0.75140	1.0939	374.99	0.15395	19.558	0.028935	supercritical
323.70	40.000	41.533	0.024077	232.67	328.98	5.8084	0.75138	1.0936	375.42	0.15313	19.588	0.028977	supercritical
324.42	40.000	41.435	0.024134	233.23	329.76	5.8108	0.75136	1.0933	375.84	0.15231	19.619	0.029020	supercritical
325.13	40.000	41.338	0.024191	233.78	330.55	5.8132	0.75134	1.0930	376.27	0.15150	19.649	0.029062	supercritical
325.85	40.000	41.241	0.024248	234.34	331.33	5.8156	0.75132	1.0928	376.70	0.15069	19.679	0.029105	supercritical
326.57	40.000	41.144	0.024305	234.90	332.11	5.8180	0.75131	1.0925	377.12	0.14989	19.709	0.029147	supercritical
327.28	40.000	41.048	0.024362	235.45	332.90	5.8204	0.75129	1.0922	377.55	0.14909	19.740	0.029189	supercritical
328.00	40.000	40.952	0.024419	236.01	333.68	5.8228	0.75127	1.0920	377.97	0.14830	19.770	0.029232	supercritical
328.72	40.000	40.857	0.024476	236.56	334.46	5.8252	0.75125	1.0917	378.39	0.14750	19.800	0.029274	supercritical
329.43	40.000	40.762	0.024532	237.12	335.24	5.8276	0.75124	1.0915	378.82	0.14672	19.830	0.029316	supercritical
330.15	40.000	40.668	0.024589	237.67	336.03	5.8299	0.75122	1.0912	379.24	0.14593	19.860	0.029359	supercritical
330.87	40.000	40.574	0.024646	238.22	336.81	5.8323	0.75121	1.0910	379.66	0.14515	19.891	0.029401	supercritical
331.58	40.000	40.481	0.024703	238.78	337.59	5.8347	0.75119	1.0907	380.08	0.14438	19.921	0.029443	supercritical
332.30	40.000	40.388	0.024760	239.33	338.37	5.8370	0.75118	1.0905	380.50	0.14361	19.951	0.029485	supercritical
333.02	40.000	40.296	0.024816	239.89	339.15	5.8394	0.75116	1.0902	380.92	0.14284	19.981	0.029528	supercritical
333.73	40.000	40.204	0.024873	240.44	339.94	5.8417	0.75115	1.0900	381.34	0.14207	20.011	0.029570	supercritical
334.45	40.000	40.112	0.024930	241.00	340.72	5.8440	0.75114	1.0897	381.76	0.14131	20.041	0.029612	supercritical
335.17	40.000	40.021	0.024987	241.55	341.50	5.8464	0.75113	1.0895	382.17	0.14056	20.071	0.029654	supercritical
335.88	40.000	39.931	0.025043	242.10	342.28	5.8487	0.75112	1.0893	382.59	0.13980	20.101	0.029696	supercritical
336.60	40.000	39.841	0.025100	242.66	343.06	5.8510	0.75111	1.0890	383.01	0.13906	20.131	0.029738	supercritical
337.32	40.000	39.751	0.025157	243.21	343.84	5.8533	0.75110	1.0888	383.42	0.13831	20.161	0.029781	supercritical
338.03	40.000	39.662	0.025213	243.77	344.62	5.8557	0.75109	1.0886	383.84	0.13757	20.191	0.029823	supercritical
338.75	40.000	39.573	0.025270	244.32	345.40	5.8580	0.75108	1.0884	384.25	0.13683	20.221	0.029865	supercritical
339.47	40.000	39.484	0.025327	244.87	346.18	5.8603	0.75107	1.0881	384.67	0.13609	20.251	0.029907	supercritical
340.18	40.000	39.396	0.025383	245.43	346.96	5.8626	0.75106	1.0879	385.08	0.13536	20.280	0.029949	supercritical
340.90	40.000	39.309	0.025440	245.98	347.74	5.8648	0.75106	1.0877	385.49	0.13463	20.310	0.029991	supercritical
341.62	40.000	39.221	0.025496	246.53	348.52	5.8671	0.75105	1.0875	385.90	0.13391	20.340	0.030033	supercritical
342.33	40.000	39.135	0.025553	247.09	349.30	5.8694	0.75104	1.0873	386.31	0.13319	20.370	0.030075	supercritical
343.05	40.000	39.048	0.025609	247.64	350.08	5.8717	0.75104	1.0871	386.72	0.13247	20.400	0.030117	supercritical
343.77	40.000	38.962	0.025666	248.19	350.86	5.8739	0.75103	1.0869	387.13	0.13176	20.429	0.030159	supercritical
344.48	40.000	38.877	0.025722	248.74	351.63	5.8762	0.75103	1.0866	387.54	0.13105	20.459	0.030201	supercritical
345.20	40.000	38.792	0.025779	249.30	352.41	5.8785	0.75103	1.0864	387.95	0.13034	20.489	0.030243	supercritical
345.92	40.000	38.707	0.025835	249.85	353.19	5.8807	0.75102	1.0862	388.36	0.12964	20.519	0.030285	supercritical
346.63	40.000	38.623	0.025892	250.40	353.97	5.8830	0.75102	1.0860	388.77	0.12894	20.548	0.030327	supercritical
347.35	40.000	38.539	0.025948	250.96	354.75	5.8852	0.75102	1.0858	389.18	0.12824	20.578	0.030369	supercritical
348.07	40.000	38.455	0.026004	251.51	355.53	5.8874	0.75102	1.0856	389.58	0.12754	20.608	0.030411	supercritical
348.78	40.000	38.372	0.026061	252.06	356.30	5.8897	0.75102	1.0854	389.99	0.12685	20.637	0.030453	supercritical
349.50	40.000	38.289	0.026117	252.61	357.08	5.8919	0.75102	1.0853	390.39	0.12617	20.667	0.030495	supercritical
350.22	40.000	38.206	0.026174	253.17	357.86	5.8941	0.75102	1.0851	390.80	0.12548	20.696	0.030536	supercritical
350.93	40.000	38.124	0.026230	253.72	358.64	5.8964	0.75102	1.0849	391.20	0.12480	20.726	0.030578	supercritical
351.65	40.000	38.043	0.026286	254.27	359.41	5.8986	0.75102	1.0847	391.60	0.12412	20.755	0.030620	supercritical
352.37	40.000	37.961	0.026343	254.82	360.19	5.9008	0.75102	1.0845	392.01	0.12345	20.785	0.030662	supercritical
353.08	40.000	37.880	0.026399	255.37	360.97	5.9030	0.75102	1.0843	392.41	0.12278	20.814	0.030704	supercritical
353.80	40.000	37.800	0.026455	255.93	361.75	5.9052	0.75103	1.0841	392.81	0.12211	20.844	0.030746	supercritical
354.52	40.000	37.720	0.026511	256.48	362.52	5.9074	0.75103	1.0840	393.21	0.12144	20.873	0.030787	supercritical
355.23	40.000	37.640	0.026568	257.03	363.30	5.9096	0.75104	1.0838	393.61	0.12078	20.903	0.030829	supercritical
355.95	40.000	37.560	0.026624	257.58	364.08	5.9117	0.75104	1.0836	394.01	0.12012	20.932	0.030871	supercritical
356.67	40.000	37.481	0.026680	258.13	364.85	5.9139	0.75105	1.0834	394.41	0.11946	20.961	0.030913	supercritical
357.38	40.000	37.402	0.026736	258.68	365.63	5.9161	0.75105	1.0833	394.81	0.11881	20.991	0.030954	supercritical
358.10	40.000	37.324	0.026792	259.24	366.41	5.9183	0.75106	1.0831	395.21	0.11816	21.020	0.030996	supercritical
358.82	40.000	37.246	0.026849	259.79	367.18	5.9204	0.75106	1.0829	395.61	0.11751	21.050	0.031038	supercritical
359.53	40.000	37.168	0.026905	260.34	367.96	5.9226	0.75107	1.0828	396.00	0.11687	21.079	0.031079	supercritical
360.25	40.000	37.091	0.026961	260.89	368.73	5.9247	0.75108	1.0826	396.40	0.11622	21.108	0.031121	supercritical
360.97	40.000	37.014	0.027017	261.44	369.51	5.9269	0.75109	1.0824	396.80	0.11558	21.137	0.031163	supercritical
361.68	40.000	36.937	0.027073	261.99	370.29	5.9290	0.75110	1.0823	397.19	0.11495	21.167	0.031204	supercritical
362.40	40.000	36.861	0.027129	262.54	371.06	5.9312	0.75111	1.0821	397.59	0.11432	21.196	0.031246	supercritical
363.12	40.000	36.784	0.027185	263.09	371.84	5.9333	0.75112	1.0820	397.98	0.11369	21.225	0.031288	supercritical
363.83	40.000	36.709	0.027241	263.65	372.61	5.9355	0.75113	1.0818	398.38	0.11306	21.254	0.031329	supercritical
364.55	40.000	36.633	0.027298	264.20	373.39	5.9376	0.75114	1.0816	398.77	0.11243	21.283	0.031371	supercritical
365.27	40.000	36.558	0.027354	264.75	374.16	5.9397	0.75115	1.0815	399.16	0.11181	21.312	0.031412	supercritical
365.98	40.000	36.484	0.027410	265.30	374.94	5.9418	0.75117	1.0813	399.56	0.11119	21.342	0.031454	supercritical
366.70	40.000	36.409	0.027466	265.85	375.71	5.9439	0.75118	1.0812	399.95	0.11058	21.371	0.031495	supercritical
367.42	40.000	36.335	0.027522	266.40	376.49	5.9461	0.75119	1.0811	400.34	0.10996	21.400	0.031537	supercritical
368.13	40.000	36.261	0.027578	266.95	377.26	5.9482	0.75121	1.0809	400.73	0.10935	21.429	0.031579	supercritical
368.85	40.000	36.188	0.027634	267.50	378.04	5.9503	0.75122	1.0808	401.12	0.10874	21.458	0.031620	supercritical
369.57	40.000	36.115	0.027690	268.05	378.81	5.9524	0.75124	1.0806	401.51	0.10814	21.487	0.031662	supercritical
370.28	40.000	36.042	0.027746	268.60	379.58	5.9545	0.75125	1.0805	401.90	0.10753	21.516	0.031703	supercritical
371.00	40.000	35.969	0.027801	269.15	380.36	5.9565	0.75127	1.0803	402.29	0.10693	21.545	0.031745	supercritical
371.72	40.000	35.897	0.027857	269.70	381.13	5.9586	0.75128	1.0802	402.68	0.10634	21.574	0.031786	supercritical
372.43	40.000	35.825	0.027913	270.25	381.91	5.9607	0.75130	1.0801	403.06	0.10574	21.603	0.031827	supercritical
373.15	40.000	35.754	0.027969	270.80	382.68	5.9628	0.75132	1.0799	403.45	0.10515	21.632	0.031869	supercritical
373.87	40.000	35.682	0.028025	271.35	383.46	5.9649	0.75134	1.0798	403.84	0.10456	21.661	0.031910	supercritical
374.58	40.000	35.611	0.028081	271.91	384.23	5.9669	0.75136	1.0797	404.22	0.10397	21.689	0.031952	supercritical
