Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
166.12	40.000	97.873	0.010217	101.09	141.96	5.0048	0.80585	1.4872	249.95	0.56927	12.739	0.020124	supercritical
166.45	40.000	97.524	0.010254	101.42	142.44	5.0077	0.80530	1.4829	250.35	0.56729	12.750	0.020130	supercritical
166.77	40.000	97.179	0.010290	101.76	142.92	5.0106	0.80475	1.4787	250.76	0.56531	12.761	0.020136	supercritical
167.10	40.000	96.838	0.010327	102.09	143.40	5.0134	0.80422	1.4746	251.16	0.56335	12.772	0.020143	supercritical
167.42	40.000	96.499	0.010363	102.43	143.88	5.0163	0.80369	1.4705	251.56	0.56140	12.783	0.020150	supercritical
167.75	40.000	96.165	0.010399	102.76	144.36	5.0191	0.80317	1.4665	251.96	0.55946	12.794	0.020158	supercritical
168.07	40.000	95.833	0.010435	103.09	144.83	5.0220	0.80265	1.4626	252.36	0.55752	12.806	0.020165	supercritical
168.40	40.000	95.504	0.010471	103.42	145.31	5.0248	0.80215	1.4587	252.75	0.55560	12.817	0.020173	supercritical
168.72	40.000	95.179	0.010507	103.75	145.78	5.0276	0.80164	1.4549	253.15	0.55369	12.828	0.020181	supercritical
169.05	40.000	94.856	0.010542	104.08	146.25	5.0304	0.80115	1.4511	253.54	0.55178	12.840	0.020190	supercritical
169.37	40.000	94.537	0.010578	104.41	146.72	5.0332	0.80066	1.4474	253.93	0.54989	12.851	0.020198	supercritical
169.70	40.000	94.221	0.010613	104.74	147.19	5.0360	0.80018	1.4438	254.32	0.54800	12.863	0.020207	supercritical
170.02	40.000	93.907	0.010649	105.07	147.66	5.0387	0.79971	1.4402	254.71	0.54613	12.875	0.020216	supercritical
170.35	40.000	93.597	0.010684	105.39	148.13	5.0415	0.79924	1.4367	255.10	0.54426	12.886	0.020226	supercritical
170.67	40.000	93.289	0.010719	105.72	148.60	5.0442	0.79878	1.4332	255.49	0.54241	12.898	0.020235	supercritical
171.00	40.000	92.984	0.010755	106.04	149.06	5.0469	0.79832	1.4298	255.87	0.54056	12.910	0.020245	supercritical
171.32	40.000	92.681	0.010790	106.37	149.52	5.0496	0.79787	1.4264	256.25	0.53872	12.922	0.020255	supercritical
171.65	40.000	92.382	0.010825	106.69	149.99	5.0523	0.79742	1.4231	256.64	0.53689	12.934	0.020265	supercritical
171.97	40.000	92.084	0.010860	107.01	150.45	5.0550	0.79699	1.4198	257.02	0.53507	12.946	0.020276	supercritical
172.30	40.000	91.790	0.010894	107.33	150.91	5.0577	0.79655	1.4166	257.40	0.53326	12.958	0.020287	supercritical
172.62	40.000	91.498	0.010929	107.65	151.37	5.0604	0.79612	1.4134	257.77	0.53146	12.970	0.020297	supercritical
172.95	40.000	91.209	0.010964	107.97	151.83	5.0630	0.79570	1.4103	258.15	0.52967	12.983	0.020308	supercritical
173.27	40.000	90.922	0.010998	108.29	152.29	5.0657	0.79528	1.4072	258.53	0.52789	12.995	0.020320	supercritical
173.60	40.000	90.637	0.011033	108.61	152.74	5.0683	0.79487	1.4041	258.90	0.52611	13.007	0.020331	supercritical
173.92	40.000	90.355	0.011067	108.93	153.20	5.0709	0.79447	1.4011	259.27	0.52435	13.020	0.020342	supercritical
174.25	40.000	90.075	0.011102	109.25	153.65	5.0735	0.79406	1.3982	259.64	0.52259	13.032	0.020354	supercritical
174.57	40.000	89.798	0.011136	109.56	154.11	5.0761	0.79367	1.3953	260.01	0.52085	13.044	0.020366	supercritical
174.90	40.000	89.523	0.011170	109.88	154.56	5.0787	0.79327	1.3924	260.38	0.51911	13.057	0.020378	supercritical
175.22	40.000	89.250	0.011204	110.20	155.01	5.0813	0.79289	1.3896	260.75	0.51738	13.070	0.020390	supercritical
175.55	40.000	88.979	0.011239	110.51	155.46	5.0839	0.79250	1.3868	261.12	0.51566	13.082	0.020403	supercritical
175.87	40.000	88.711	0.011273	110.82	155.92	5.0865	0.79213	1.3840	261.48	0.51394	13.095	0.020415	supercritical
176.20	40.000	88.445	0.011307	111.14	156.36	5.0890	0.79175	1.3813	261.85	0.51224	13.107	0.020428	supercritical
176.52	40.000	88.180	0.011340	111.45	156.81	5.0916	0.79138	1.3786	262.21	0.51054	13.120	0.020441	supercritical
176.85	40.000	87.918	0.011374	111.76	157.26	5.0941	0.79102	1.3760	262.57	0.50885	13.133	0.020454	supercritical
177.17	40.000	87.658	0.011408	112.08	157.71	5.0966	0.79066	1.3734	262.94	0.50718	13.146	0.020467	supercritical
177.50	40.000	87.400	0.011442	112.39	158.15	5.0991	0.79030	1.3708	263.30	0.50550	13.159	0.020480	supercritical
177.82	40.000	87.144	0.011475	112.70	158.60	5.1016	0.78995	1.3683	263.65	0.50384	13.171	0.020493	supercritical
178.15	40.000	86.890	0.011509	113.01	159.04	5.1041	0.78960	1.3658	264.01	0.50219	13.184	0.020507	supercritical
178.47	40.000	86.638	0.011542	113.32	159.49	5.1066	0.78926	1.3633	264.37	0.50054	13.197	0.020520	supercritical
178.80	40.000	86.388	0.011576	113.63	159.93	5.1091	0.78892	1.3608	264.72	0.49890	13.210	0.020534	supercritical
179.12	40.000	86.140	0.011609	113.93	160.37	5.1116	0.78858	1.3584	265.08	0.49727	13.223	0.020548	supercritical
179.45	40.000	85.894	0.011642	114.24	160.81	5.1140	0.78825	1.3560	265.43	0.49565	13.236	0.020562	supercritical
179.77	40.000	85.649	0.011676	114.55	161.25	5.1165	0.78792	1.3537	265.78	0.49404	13.250	0.020576	supercritical
180.10	40.000	85.407	0.011709	114.86	161.69	5.1189	0.78760	1.3514	266.14	0.49243	13.263	0.020590	supercritical
180.42	40.000	85.166	0.011742	115.16	162.13	5.1213	0.78728	1.3491	266.49	0.49083	13.276	0.020604	supercritical
180.75	40.000	84.927	0.011775	115.47	162.57	5.1238	0.78696	1.3468	266.84	0.48924	13.289	0.020619	supercritical
181.07	40.000	84.690	0.011808	115.77	163.01	5.1262	0.78664	1.3446	267.18	0.48766	13.302	0.020633	supercritical
181.40	40.000	84.454	0.011841	116.08	163.44	5.1286	0.78633	1.3424	267.53	0.48608	13.315	0.020648	supercritical
181.72	40.000	84.220	0.011874	116.38	163.88	5.1310	0.78603	1.3402	267.88	0.48451	13.329	0.020663	supercritical
182.05	40.000	83.988	0.011906	116.69	164.31	5.1334	0.78572	1.3380	268.22	0.48295	13.342	0.020677	supercritical
182.37	40.000	83.758	0.011939	116.99	164.75	5.1358	0.78542	1.3359	268.57	0.48140	13.355	0.020692	supercritical
182.70	40.000	83.529	0.011972	117.29	165.18	5.1382	0.78513	1.3338	268.91	0.47986	13.369	0.020707	supercritical
183.02	40.000	83.302	0.012005	117.60	165.62	5.1405	0.78483	1.3317	269.25	0.47832	13.382	0.020722	supercritical
183.35	40.000	83.076	0.012037	117.90	166.05	5.1429	0.78454	1.3297	269.60	0.47679	13.396	0.020738	supercritical
183.67	40.000	82.852	0.012070	118.20	166.48	5.1452	0.78426	1.3277	269.94	0.47526	13.409	0.020753	supercritical
184.00	40.000	82.629	0.012102	118.50	166.91	5.1476	0.78397	1.3257	270.28	0.47375	13.423	0.020768	supercritical
184.32	40.000	82.409	0.012135	118.80	167.34	5.1499	0.78369	1.3237	270.62	0.47224	13.436	0.020784	supercritical
184.65	40.000	82.189	0.012167	119.10	167.77	5.1523	0.78341	1.3217	270.95	0.47074	13.450	0.020799	supercritical
184.97	40.000	81.971	0.012199	119.40	168.20	5.1546	0.78314	1.3198	271.29	0.46924	13.463	0.020815	supercritical
185.30	40.000	81.755	0.012232	119.70	168.63	5.1569	0.78287	1.3179	271.63	0.46776	13.477	0.020830	supercritical
185.62	40.000	81.540	0.012264	120.00	169.06	5.1592	0.78260	1.3160	271.96	0.46628	13.490	0.020846	supercritical
185.95	40.000	81.326	0.012296	120.30	169.48	5.1615	0.78233	1.3141	272.30	0.46480	13.504	0.020862	supercritical
186.27	40.000	81.114	0.012328	120.60	169.91	5.1638	0.78207	1.3123	272.63	0.46334	13.518	0.020878	supercritical
186.60	40.000	80.904	0.012360	120.90	170.34	5.1661	0.78181	1.3105	272.96	0.46188	13.531	0.020894	supercritical
186.92	40.000	80.695	0.012392	121.19	170.76	5.1684	0.78155	1.3086	273.30	0.46042	13.545	0.020910	supercritical
187.25	40.000	80.487	0.012424	121.49	171.19	5.1706	0.78129	1.3069	273.63	0.45898	13.559	0.020926	supercritical
187.57	40.000	80.280	0.012456	121.79	171.61	5.1729	0.78104	1.3051	273.96	0.45754	13.573	0.020942	supercritical
187.90	40.000	80.075	0.012488	122.08	172.04	5.1752	0.78079	1.3034	274.29	0.45611	13.586	0.020958	supercritical
188.22	40.000	79.871	0.012520	122.38	172.46	5.1774	0.78054	1.3016	274.61	0.45468	13.600	0.020975	supercritical
188.55	40.000	79.669	0.012552	122.67	172.88	5.1796	0.78030	1.2999	274.94	0.45326	13.614	0.020991	supercritical
188.87	40.000	79.468	0.012584	122.97	173.30	5.1819	0.78006	1.2982	275.27	0.45185	13.628	0.021007	supercritical
189.20	40.000	79.268	0.012615	123.26	173.73	5.1841	0.77982	1.2966	275.60	0.45044	13.642	0.021024	supercritical
189.52	40.000	79.070	0.012647	123.56	174.15	5.1863	0.77958	1.2949	275.92	0.44904	13.656	0.021040	supercritical
189.85	40.000	78.872	0.012679	123.85	174.57	5.1886	0.77934	1.2933	276.24	0.44765	13.669	0.021057	supercritical
190.17	40.000	78.676	0.012710	124.15	174.99	5.1908	0.77911	1.2917	276.57	0.44626	13.683	0.021074	supercritical
190.50	40.000	78.481	0.012742	124.44	175.41	5.1930	0.77888	1.2901	276.89	0.44488	13.697	0.021090	supercritical
190.82	40.000	78.288	0.012773	124.73	175.83	5.1952	0.77865	1.2885	277.21	0.44351	13.711	0.021107	supercritical
191.15	40.000	78.095	0.012805	125.03	176.24	5.1974	0.77843	1.2869	277.54	0.44214	13.725	0.021124	supercritical
191.47	40.000	77.904	0.012836	125.32	176.66	5.1995	0.77820	1.2854	277.86	0.44078	13.739	0.021141	supercritical
191.80	40.000	77.714	0.012868	125.61	177.08	5.2017	0.77798	1.2838	278.18	0.43942	13.753	0.021158	supercritical
192.12	40.000	77.525	0.012899	125.90	177.50	5.2039	0.77776	1.2823	278.49	0.43807	13.767	0.021175	supercritical
192.45	40.000	77.338	0.012930	126.19	177.91	5.2061	0.77754	1.2808	278.81	0.43673	13.781	0.021192	supercritical
192.77	40.000	77.151	0.012962	126.48	178.33	5.2082	0.77733	1.2793	279.13	0.43539	13.795	0.021209	supercritical
193.10	40.000	76.966	0.012993	126.77	178.75	5.2104	0.77712	1.2779	279.45	0.43406	13.809	0.021226	supercritical
193.42	40.000	76.781	0.013024	127.06	179.16	5.2125	0.77690	1.2764	279.76	0.43274	13.823	0.021243	supercritical
193.75	40.000	76.598	0.013055	127.35	179.58	5.2147	0.77670	1.2750	280.08	0.43142	13.838	0.021261	supercritical
194.07	40.000	76.416	0.013086	127.64	179.99	5.2168	0.77649	1.2735	280.39	0.43011	13.852	0.021278	supercritical
194.40	40.000	76.235	0.013117	127.93	180.40	5.2189	0.77628	1.2721	280.71	0.42880	13.866	0.021295	supercritical
194.72	40.000	76.055	0.013148	128.22	180.82	5.2211	0.77608	1.2707	281.02	0.42750	13.880	0.021313	supercritical
195.05	40.000	75.876	0.013179	128.51	181.23	5.2232	0.77588	1.2693	281.33	0.42620	13.894	0.021330	supercritical
195.37	40.000	75.699	0.013210	128.80	181.64	5.2253	0.77568	1.2680	281.65	0.42491	13.908	0.021347	supercritical
195.70	40.000	75.522	0.013241	129.09	182.05	5.2274	0.77548	1.2666	281.96	0.42363	13.922	0.021365	supercritical
196.02	40.000	75.346	0.013272	129.38	182.46	5.2295	0.77529	1.2653	282.27	0.42235	13.937	0.021383	supercritical
196.35	40.000	75.171	0.013303	129.66	182.88	5.2316	0.77510	1.2639	282.58	0.42108	13.951	0.021400	supercritical
196.67	40.000	74.998	0.013334	129.95	183.29	5.2337	0.77490	1.2626	282.89	0.41981	13.965	0.021418	supercritical
197.00	40.000	74.825	0.013365	130.24	183.70	5.2358	0.77471	1.2613	283.20	0.41855	13.979	0.021435	supercritical
197.32	40.000	74.653	0.013395	130.53	184.11	5.2378	0.77453	1.2600	283.50	0.41729	13.994	0.021453	supercritical
197.65	40.000	74.483	0.013426	130.81	184.52	5.2399	0.77434	1.2588	283.81	0.41604	14.008	0.021471	supercritical
197.97	40.000	74.313	0.013457	131.10	184.92	5.2420	0.77416	1.2575	284.12	0.41479	14.022	0.021489	supercritical
198.30	40.000	74.144	0.013487	131.38	185.33	5.2440	0.77397	1.2562	284.42	0.41355	14.036	0.021506	supercritical
198.62	40.000	73.976	0.013518	131.67	185.74	5.2461	0.77379	1.2550	284.73	0.41232	14.051	0.021524	supercritical
198.95	40.000	73.809	0.013548	131.95	186.15	5.2481	0.77361	1.2538	285.03	0.41109	14.065	0.021542	supercritical
199.27	40.000	73.643	0.013579	132.24	186.56	5.2502	0.77343	1.2525	285.34	0.40987	14.079	0.021560	supercritical
199.60	40.000	73.478	0.013609	132.52	186.96	5.2522	0.77326	1.2513	285.64	0.40865	14.094	0.021578	supercritical
199.92	40.000	73.314	0.013640	132.81	187.37	5.2543	0.77308	1.2501	285.94	0.40744	14.108	0.021596	supercritical
200.25	40.000	73.151	0.013670	133.09	187.78	5.2563	0.77291	1.2490	286.24	0.40623	14.122	0.021614	supercritical
200.57	40.000	72.989	0.013701	133.38	188.18	5.2583	0.77274	1.2478	286.55	0.40502	14.137	0.021632	supercritical
200.90	40.000	72.827	0.013731	133.66	188.59	5.2603	0.77257	1.2466	286.85	0.40383	14.151	0.021650	supercritical
201.22	40.000	72.667	0.013761	133.95	188.99	5.2624	0.77240	1.2455	287.15	0.40263	14.165	0.021668	supercritical
201.55	40.000	72.507	0.013792	134.23	189.40	5.2644	0.77223	1.2443	287.45	0.40145	14.180	0.021686	supercritical
201.87	40.000	72.348	0.013822	134.51	189.80	5.2664	0.77207	1.2432	287.75	0.40026	14.194	0.021704	supercritical
202.20	40.000	72.190	0.013852	134.79	190.20	5.2684	0.77191	1.2421	288.04	0.39909	14.208	0.021723	supercritical
202.52	40.000	72.033	0.013883	135.08	190.61	5.2704	0.77174	1.2410	288.34	0.39791	14.223	0.021741	supercritical
202.85	40.000	71.877	0.013913	135.36	191.01	5.2723	0.77158	1.2399	288.64	0.39675	14.237	0.021759	supercritical
203.17	40.000	71.721	0.013943	135.64	191.41	5.2743	0.77142	1.2388	288.94	0.39558	14.252	0.021777	supercritical
203.50	40.000	71.566	0.013973	135.92	191.82	5.2763	0.77126	1.2377	289.23	0.39443	14.266	0.021796	supercritical
203.82	40.000	71.413	0.014003	136.21	192.22	5.2783	0.77111	1.2366	289.53	0.39327	14.281	0.021814	supercritical
204.15	40.000	71.260	0.014033	136.49	192.62	5.2803	0.77095	1.2356	289.82	0.39213	14.295	0.021832	supercritical
204.47	40.000	71.107	0.014063	136.77	193.02	5.2822	0.77080	1.2345	290.12	0.39098	14.310	0.021851	supercritical
204.80	40.000	70.956	0.014093	137.05	193.42	5.2842	0.77064	1.2335	290.41	0.38984	14.324	0.021869	supercritical
205.12	40.000	70.805	0.014123	137.33	193.82	5.2861	0.77049	1.2324	290.70	0.38871	14.339	0.021888	supercritical
205.45	40.000	70.656	0.014153	137.61	194.22	5.2881	0.77034	1.2314	291.00	0.38758	14.353	0.021906	supercritical
205.77	40.000	70.506	0.014183	137.89	194.62	5.2900	0.77019	1.2304	291.29	0.38646	14.367	0.021924	supercritical
206.10	40.000	70.358	0.014213	138.17	195.02	5.2920	0.77005	1.2294	291.58	0.38534	14.382	0.021943	supercritical
206.42	40.000	70.211	0.014243	138.45	195.42	5.2939	0.76990	1.2284	291.87	0.38422	14.396	0.021961	supercritical
206.75	40.000	70.064	0.014273	138.73	195.82	5.2958	0.76976	1.2274	292.16	0.38311	14.411	0.021980	supercritical
207.07	40.000	69.918	0.014303	139.01	196.22	5.2978	0.76961	1.2264	292.45	0.38201	14.426	0.021999	supercritical
207.40	40.000	69.772	0.014332	139.29	196.62	5.2997	0.76947	1.2254	292.74	0.38091	14.440	0.022017	supercritical
207.72	40.000	69.628	0.014362	139.57	197.02	5.3016	0.76933	1.2245	293.03	0.37981	14.455	0.022036	supercritical
208.05	40.000	69.484	0.014392	139.85	197.41	5.3035	0.76919	1.2235	293.32	0.37872	14.469	0.022054	supercritical
208.37	40.000	69.341	0.014422	140.13	197.81	5.3054	0.76905	1.2226	293.61	0.37763	14.484	0.022073	supercritical
208.70	40.000	69.198	0.014451	140.40	198.21	5.3073	0.76891	1.2216	293.89	0.37655	14.498	0.022092	supercritical
209.02	40.000	69.057	0.014481	140.68	198.61	5.3092	0.76877	1.2207	294.18	0.37547	14.513	0.022110	supercritical
209.35	40.000	68.916	0.014510	140.96	199.00	5.3111	0.76864	1.2198	294.47	0.37439	14.527	0.022129	supercritical
209.67	40.000	68.775	0.014540	141.24	199.40	5.3130	0.76850	1.2189	294.75	0.37332	14.542	0.022148	supercritical
210.00	40.000	68.636	0.014570	141.52	199.79	5.3149	0.76837	1.2179	295.04	0.37226	14.556	0.022166	supercritical
210.32	40.000	68.497	0.014599	141.79	200.19	5.3168	0.76824	1.2170	295.32	0.37119	14.571	0.022185	supercritical
210.65	40.000	68.359	0.014629	142.07	200.59	5.3187	0.76811	1.2161	295.60	0.37014	14.586	0.022204	supercritical
210.97	40.000	68.221	0.014658	142.35	200.98	5.3205	0.76798	1.2153	295.89	0.36908	14.600	0.022223	supercritical
211.30	40.000	68.084	0.014688	142.62	201.38	5.3224	0.76785	1.2144	296.17	0.36803	14.615	0.022242	supercritical
211.62	40.000	67.948	0.014717	142.90	201.77	5.3243	0.76772	1.2135	296.45	0.36699	14.629	0.022260	supercritical
211.95	40.000	67.812	0.014747	143.18	202.16	5.3261	0.76759	1.2126	296.74	0.36595	14.644	0.022279	supercritical
212.27	40.000	67.677	0.014776	143.45	202.56	5.3280	0.76747	1.2118	297.02	0.36491	14.659	0.022298	supercritical
212.60	40.000	67.543	0.014805	143.73	202.95	5.3298	0.76734	1.2109	297.30	0.36388	14.673	0.022317	supercritical
212.92	40.000	67.409	0.014835	144.01	203.35	5.3317	0.76722	1.2101	297.58	0.36285	14.688	0.022336	supercritical
213.25	40.000	67.276	0.014864	144.28	203.74	5.3335	0.76710	1.2093	297.86	0.36183	14.702	0.022355	supercritical
213.57	40.000	67.144	0.014893	144.56	204.13	5.3354	0.76697	1.2084	298.14	0.36081	14.717	0.022374	supercritical
213.90	40.000	67.012	0.014923	144.83	204.52	5.3372	0.76685	1.2076	298.42	0.35979	14.732	0.022393	supercritical
214.22	40.000	66.881	0.014952	145.11	204.92	5.3391	0.76673	1.2068	298.70	0.35878	14.746	0.022412	supercritical
214.55	40.000	66.750	0.014981	145.38	205.31	5.3409	0.76661	1.2060	298.98	0.35777	14.761	0.022431	supercritical
214.87	40.000	66.621	0.015010	145.66	205.70	5.3427	0.76650	1.2052	299.25	0.35677	14.776	0.022450	supercritical
215.20	40.000	66.491	0.015040	145.93	206.09	5.3445	0.76638	1.2044	299.53	0.35577	14.790	0.022469	supercritical
215.52	40.000	66.362	0.015069	146.21	206.48	5.3463	0.76626	1.2036	299.81	0.35477	14.805	0.022488	supercritical
215.85	40.000	66.234	0.015098	146.48	206.87	5.3482	0.76615	1.2028	300.08	0.35378	14.820	0.022507	supercritical
216.17	40.000	66.107	0.015127	146.76	207.27	5.3500	0.76603	1.2020	300.36	0.35279	14.834	0.022526	supercritical
216.50	40.000	65.980	0.015156	147.03	207.66	5.3518	0.76592	1.2012	300.63	0.35180	14.849	0.022545	supercritical
216.82	40.000	65.853	0.015185	147.30	208.05	5.3536	0.76581	1.2005	300.91	0.35082	14.863	0.022564	supercritical
217.15	40.000	65.728	0.015214	147.58	208.44	5.3554	0.76570	1.1997	301.18	0.34985	14.878	0.022583	supercritical
217.47	40.000	65.602	0.015243	147.85	208.83	5.3572	0.76559	1.1989	301.46	0.34887	14.893	0.022602	supercritical
217.80	40.000	65.478	0.015272	148.13	209.22	5.3590	0.76548	1.1982	301.73	0.34790	14.907	0.022621	supercritical
218.12	40.000	65.354	0.015301	148.40	209.60	5.3607	0.76537	1.1975	302.00	0.34694	14.922	0.022640	supercritical
218.45	40.000	65.230	0.015330	148.67	209.99	5.3625	0.76526	1.1967	302.28	0.34597	14.937	0.022659	supercritical
218.77	40.000	65.107	0.015359	148.95	210.38	5.3643	0.76515	1.1960	302.55	0.34502	14.951	0.022678	supercritical
219.10	40.000	64.985	0.015388	149.22	210.77	5.3661	0.76504	1.1953	302.82	0.34406	14.966	0.022697	supercritical
219.42	40.000	64.863	0.015417	149.49	211.16	5.3678	0.76494	1.1945	303.09	0.34311	14.981	0.022717	supercritical
219.75	40.000	64.742	0.015446	149.76	211.55	5.3696	0.76483	1.1938	303.36	0.34216	14.996	0.022736	supercritical
220.07	40.000	64.621	0.015475	150.04	211.94	5.3714	0.76473	1.1931	303.63	0.34122	15.010	0.022755	supercritical
220.40	40.000	64.500	0.015504	150.31	212.32	5.3731	0.76463	1.1924	303.90	0.34028	15.025	0.022774	supercritical
220.72	40.000	64.381	0.015533	150.58	212.71	5.3749	0.76452	1.1917	304.17	0.33934	15.040	0.022793	supercritical
221.05	40.000	64.262	0.015561	150.85	213.10	5.3766	0.76442	1.1910	304.44	0.33841	15.054	0.022813	supercritical
221.37	40.000	64.143	0.015590	151.12	213.48	5.3784	0.76432	1.1903	304.71	0.33748	15.069	0.022832	supercritical
221.70	40.000	64.025	0.015619	151.40	213.87	5.3801	0.76422	1.1896	304.98	0.33655	15.084	0.022851	supercritical
222.02	40.000	63.907	0.015648	151.67	214.26	5.3819	0.76412	1.1889	305.25	0.33563	15.098	0.022870	supercritical
222.35	40.000	63.790	0.015676	151.94	214.64	5.3836	0.76402	1.1883	305.52	0.33471	15.113	0.022889	supercritical
222.67	40.000	63.673	0.015705	152.21	215.03	5.3854	0.76392	1.1876	305.78	0.33379	15.128	0.022909	supercritical
223.00	40.000	63.557	0.015734	152.48	215.42	5.3871	0.76383	1.1869	306.05	0.33288	15.142	0.022928	supercritical
223.32	40.000	63.441	0.015763	152.75	215.80	5.3888	0.76373	1.1863	306.32	0.33197	15.157	0.022947	supercritical
223.65	40.000	63.326	0.015791	153.02	216.19	5.3905	0.76363	1.1856	306.58	0.33106	15.172	0.022966	supercritical
223.97	40.000	63.212	0.015820	153.29	216.57	5.3923	0.76354	1.1850	306.85	0.33016	15.187	0.022986	supercritical
224.30	40.000	63.097	0.015848	153.56	216.96	5.3940	0.76345	1.1843	307.11	0.32926	15.201	0.023005	supercritical
224.62	40.000	62.984	0.015877	153.83	217.34	5.3957	0.76335	1.1837	307.38	0.32836	15.216	0.023024	supercritical
224.95	40.000	62.871	0.015906	154.10	217.73	5.3974	0.76326	1.1830	307.64	0.32747	15.231	0.023044	supercritical
225.27	40.000	62.758	0.015934	154.37	218.11	5.3991	0.76317	1.1824	307.91	0.32658	15.245	0.023063	supercritical
225.60	40.000	62.646	0.015963	154.64	218.50	5.4008	0.76307	1.1818	308.17	0.32570	15.260	0.023082	supercritical
225.92	40.000	62.534	0.015991	154.91	218.88	5.4025	0.76298	1.1812	308.43	0.32481	15.275	0.023102	supercritical
226.25	40.000	62.423	0.016020	155.18	219.26	5.4042	0.76289	1.1805	308.70	0.32393	15.289	0.023121	supercritical
226.57	40.000	62.312	0.016048	155.45	219.65	5.4059	0.76280	1.1799	308.96	0.32306	15.304	0.023140	supercritical
226.90	40.000	62.201	0.016077	155.72	220.03	5.4076	0.76271	1.1793	309.22	0.32218	15.319	0.023160	supercritical
227.22	40.000	62.091	0.016105	155.99	220.41	5.4093	0.76263	1.1787	309.48	0.32131	15.334	0.023179	supercritical
227.55	40.000	61.982	0.016134	156.26	220.80	5.4110	0.76254	1.1781	309.74	0.32045	15.348	0.023198	supercritical
227.87	40.000	61.873	0.016162	156.53	221.18	5.4127	0.76245	1.1775	310.00	0.31958	15.363	0.023218	supercritical
228.20	40.000	61.764	0.016191	156.80	221.56	5.4143	0.76236	1.1769	310.26	0.31872	15.378	0.023237	supercritical
228.52	40.000	61.656	0.016219	157.07	221.94	5.4160	0.76228	1.1763	310.52	0.31786	15.392	0.023256	supercritical
228.85	40.000	61.549	0.016247	157.34	222.33	5.4177	0.76219	1.1757	310.78	0.31701	15.407	0.023276	supercritical
229.17	40.000	61.441	0.016276	157.61	222.71	5.4193	0.76211	1.1751	311.04	0.31616	15.422	0.023295	supercritical
229.50	40.000	61.335	0.016304	157.87	223.09	5.4210	0.76203	1.1746	311.30	0.31531	15.437	0.023315	supercritical
229.82	40.000	61.228	0.016332	158.14	223.47	5.4227	0.76194	1.1740	311.56	0.31446	15.451	0.023334	supercritical
230.15	40.000	61.122	0.016361	158.41	223.85	5.4243	0.76186	1.1734	311.82	0.31362	15.466	0.023353	supercritical
230.47	40.000	61.017	0.016389	158.68	224.23	5.4260	0.76178	1.1729	312.08	0.31278	15.481	0.023373	supercritical
230.80	40.000	60.912	0.016417	158.95	224.62	5.4276	0.76170	1.1723	312.34	0.31194	15.495	0.023392	supercritical
231.12	40.000	60.807	0.016445	159.21	225.00	5.4293	0.76161	1.1717	312.59	0.31111	15.510	0.023412	supercritical
231.45	40.000	60.703	0.016474	159.48	225.38	5.4309	0.76153	1.1712	312.85	0.31028	15.525	0.023431	supercritical
231.77	40.000	60.599	0.016502	159.75	225.76	5.4326	0.76145	1.1706	313.11	0.30945	15.540	0.023450	supercritical
232.10	40.000	60.495	0.016530	160.02	226.14	5.4342	0.76137	1.1701	313.36	0.30863	15.554	0.023470	supercritical
232.42	40.000	60.392	0.016558	160.28	226.52	5.4359	0.76130	1.1695	313.62	0.30781	15.569	0.023489	supercritical
232.75	40.000	60.290	0.016587	160.55	226.90	5.4375	0.76122	1.1690	313.87	0.30699	15.584	0.023509	supercritical
233.07	40.000	60.188	0.016615	160.82	227.28	5.4391	0.76114	1.1685	314.13	0.30617	15.598	0.023528	supercritical
233.40	40.000	60.086	0.016643	161.09	227.66	5.4407	0.76106	1.1679	314.38	0.30536	15.613	0.023548	supercritical
233.72	40.000	59.984	0.016671	161.35	228.04	5.4424	0.76099	1.1674	314.64	0.30455	15.628	0.023567	supercritical
234.05	40.000	59.883	0.016699	161.62	228.42	5.4440	0.76091	1.1669	314.89	0.30374	15.643	0.023586	supercritical
234.37	40.000	59.783	0.016727	161.89	228.80	5.4456	0.76083	1.1664	315.14	0.30293	15.657	0.023606	supercritical
234.70	40.000	59.683	0.016755	162.15	229.17	5.4472	0.76076	1.1658	315.40	0.30213	15.672	0.023625	supercritical
235.02	40.000	59.583	0.016783	162.42	229.55	5.4488	0.76069	1.1653	315.65	0.30133	15.687	0.023645	supercritical
235.35	40.000	59.483	0.016811	162.69	229.93	5.4505	0.76061	1.1648	315.90	0.30054	15.701	0.023664	supercritical
235.67	40.000	59.384	0.016839	162.95	230.31	5.4521	0.76054	1.1643	316.16	0.29974	15.716	0.023684	supercritical
236.00	40.000	59.286	0.016867	163.22	230.69	5.4537	0.76046	1.1638	316.41	0.29895	15.731	0.023703	supercritical
236.32	40.000	59.187	0.016896	163.48	231.07	5.4553	0.76039	1.1633	316.66	0.29816	15.745	0.023723	supercritical
236.65	40.000	59.089	0.016924	163.75	231.44	5.4569	0.76032	1.1628	316.91	0.29738	15.760	0.023742	supercritical
236.97	40.000	58.992	0.016951	164.02	231.82	5.4585	0.76025	1.1623	317.16	0.29660	15.775	0.023762	supercritical
