Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
237.30	40.000	58.895	0.016979	164.28	232.20	5.4601	0.76018	1.1618	317.41	0.29582	15.790	0.023781	supercritical
237.62	40.000	58.798	0.017007	164.55	232.58	5.4616	0.76011	1.1613	317.66	0.29504	15.804	0.023801	supercritical
237.95	40.000	58.701	0.017035	164.81	232.96	5.4632	0.76004	1.1608	317.91	0.29426	15.819	0.023820	supercritical
238.27	40.000	58.605	0.017063	165.08	233.33	5.4648	0.75997	1.1604	318.16	0.29349	15.834	0.023840	supercritical
238.60	40.000	58.510	0.017091	165.34	233.71	5.4664	0.75990	1.1599	318.41	0.29272	15.848	0.023859	supercritical
238.92	40.000	58.414	0.017119	165.61	234.09	5.4680	0.75983	1.1594	318.66	0.29195	15.863	0.023878	supercritical
239.25	40.000	58.319	0.017147	165.88	234.46	5.4695	0.75976	1.1589	318.91	0.29119	15.878	0.023898	supercritical
239.57	40.000	58.225	0.017175	166.14	234.84	5.4711	0.75969	1.1585	319.16	0.29043	15.892	0.023917	supercritical
239.90	40.000	58.130	0.017203	166.41	235.22	5.4727	0.75963	1.1580	319.40	0.28967	15.907	0.023937	supercritical
240.22	40.000	58.036	0.017231	166.67	235.59	5.4743	0.75956	1.1575	319.65	0.28891	15.922	0.023956	supercritical
240.55	40.000	57.943	0.017258	166.94	235.97	5.4758	0.75949	1.1571	319.90	0.28816	15.936	0.023976	supercritical
240.87	40.000	57.850	0.017286	167.20	236.34	5.4774	0.75943	1.1566	320.15	0.28741	15.951	0.023995	supercritical
241.20	40.000	57.757	0.017314	167.46	236.72	5.4789	0.75936	1.1561	320.39	0.28666	15.966	0.024015	supercritical
241.52	40.000	57.664	0.017342	167.73	237.10	5.4805	0.75930	1.1557	320.64	0.28591	15.981	0.024034	supercritical
241.85	40.000	57.572	0.017370	167.99	237.47	5.4821	0.75923	1.1552	320.89	0.28517	15.995	0.024054	supercritical
242.17	40.000	57.480	0.017397	168.26	237.85	5.4836	0.75917	1.1548	321.13	0.28443	16.010	0.024073	supercritical
242.50	40.000	57.389	0.017425	168.52	238.22	5.4852	0.75911	1.1543	321.38	0.28369	16.025	0.024093	supercritical
242.82	40.000	57.297	0.017453	168.79	238.60	5.4867	0.75904	1.1539	321.62	0.28295	16.039	0.024112	supercritical
243.15	40.000	57.207	0.017481	169.05	238.97	5.4882	0.75898	1.1535	321.87	0.28222	16.054	0.024132	supercritical
243.47	40.000	57.116	0.017508	169.31	239.35	5.4898	0.75892	1.1530	322.11	0.28148	16.069	0.024151	supercritical
243.80	40.000	57.026	0.017536	169.58	239.72	5.4913	0.75885	1.1526	322.35	0.28075	16.083	0.024171	supercritical
244.12	40.000	56.936	0.017564	169.84	240.10	5.4929	0.75879	1.1522	322.60	0.28003	16.098	0.024190	supercritical
244.45	40.000	56.846	0.017591	170.11	240.47	5.4944	0.75873	1.1517	322.84	0.27930	16.113	0.024210	supercritical
244.77	40.000	56.757	0.017619	170.37	240.84	5.4959	0.75867	1.1513	323.09	0.27858	16.127	0.024229	supercritical
245.10	40.000	56.668	0.017647	170.63	241.22	5.4974	0.75861	1.1509	323.33	0.27786	16.142	0.024249	supercritical
245.42	40.000	56.580	0.017674	170.90	241.59	5.4990	0.75855	1.1505	323.57	0.27714	16.157	0.024268	supercritical
245.75	40.000	56.491	0.017702	171.16	241.97	5.5005	0.75849	1.1500	323.81	0.27643	16.171	0.024287	supercritical
246.07	40.000	56.403	0.017729	171.42	242.34	5.5020	0.75843	1.1496	324.06	0.27572	16.186	0.024307	supercritical
246.40	40.000	56.316	0.017757	171.69	242.71	5.5035	0.75837	1.1492	324.30	0.27500	16.201	0.024326	supercritical
246.72	40.000	56.228	0.017785	171.95	243.09	5.5050	0.75831	1.1488	324.54	0.27430	16.215	0.024346	supercritical
247.05	40.000	56.141	0.017812	172.21	243.46	5.5066	0.75826	1.1484	324.78	0.27359	16.230	0.024365	supercritical
247.37	40.000	56.055	0.017840	172.47	243.83	5.5081	0.75820	1.1480	325.02	0.27289	16.244	0.024385	supercritical
247.70	40.000	55.968	0.017867	172.74	244.21	5.5096	0.75814	1.1476	325.26	0.27219	16.259	0.024404	supercritical
248.02	40.000	55.882	0.017895	173.00	244.58	5.5111	0.75808	1.1472	325.50	0.27149	16.274	0.024423	supercritical
248.35	40.000	55.796	0.017922	173.26	244.95	5.5126	0.75803	1.1468	325.74	0.27079	16.288	0.024443	supercritical
248.67	40.000	55.711	0.017950	173.53	245.33	5.5141	0.75797	1.1464	325.98	0.27010	16.303	0.024462	supercritical
249.00	40.000	55.625	0.017977	173.79	245.70	5.5156	0.75792	1.1460	326.22	0.26940	16.318	0.024481	supercritical
249.32	40.000	55.541	0.018005	174.05	246.07	5.5171	0.75786	1.1456	326.46	0.26871	16.332	0.024501	supercritical
249.65	40.000	55.456	0.018032	174.31	246.44	5.5186	0.75781	1.1452	326.70	0.26802	16.347	0.024520	supercritical
249.97	40.000	55.372	0.018060	174.58	246.81	5.5201	0.75775	1.1448	326.94	0.26734	16.362	0.024539	supercritical
250.30	40.000	55.288	0.018087	174.84	247.19	5.5215	0.75770	1.1444	327.18	0.26666	16.376	0.024559	supercritical
250.62	40.000	55.204	0.018115	175.10	247.56	5.5230	0.75764	1.1441	327.42	0.26597	16.391	0.024578	supercritical
250.95	40.000	55.120	0.018142	175.36	247.93	5.5245	0.75759	1.1437	327.65	0.26529	16.405	0.024597	supercritical
251.27	40.000	55.037	0.018170	175.62	248.30	5.5260	0.75754	1.1433	327.89	0.26462	16.420	0.024616	supercritical
251.60	40.000	54.954	0.018197	175.89	248.67	5.5275	0.75748	1.1429	328.13	0.26394	16.435	0.024635	supercritical
251.92	40.000	54.872	0.018224	176.15	249.04	5.5289	0.75743	1.1426	328.37	0.26327	16.449	0.024654	supercritical
252.25	40.000	54.789	0.018252	176.41	249.42	5.5304	0.75738	1.1422	328.60	0.26260	16.464	0.024672	supercritical
252.57	40.000	54.707	0.018279	176.67	249.79	5.5319	0.75733	1.1418	328.84	0.26193	16.478	0.024690	supercritical
252.90	40.000	54.625	0.018306	176.93	250.16	5.5333	0.75727	1.1414	329.07	0.26126	16.493	0.024710	supercritical
253.22	40.000	54.544	0.018334	177.19	250.53	5.5348	0.75722	1.1411	329.31	0.26060	16.508	0.024729	supercritical
253.55	40.000	54.463	0.018361	177.46	250.90	5.5363	0.75717	1.1407	329.55	0.25994	16.522	0.024749	supercritical
253.87	40.000	54.382	0.018389	177.72	251.27	5.5377	0.75712	1.1404	329.78	0.25928	16.537	0.024769	supercritical
254.20	40.000	54.301	0.018416	177.98	251.64	5.5392	0.75707	1.1400	330.02	0.25862	16.551	0.024789	supercritical
254.52	40.000	54.221	0.018443	178.24	252.01	5.5407	0.75702	1.1396	330.25	0.25796	16.566	0.024809	supercritical
254.85	40.000	54.141	0.018470	178.50	252.38	5.5421	0.75697	1.1393	330.49	0.25731	16.581	0.024829	supercritical
255.17	40.000	54.061	0.018498	178.76	252.75	5.5436	0.75692	1.1389	330.72	0.25666	16.595	0.024849	supercritical
255.50	40.000	53.981	0.018525	179.02	253.12	5.5450	0.75687	1.1386	330.95	0.25601	16.610	0.024869	supercritical
255.82	40.000	53.902	0.018552	179.28	253.49	5.5465	0.75682	1.1382	331.19	0.25536	16.624	0.024888	supercritical
256.15	40.000	53.823	0.018580	179.54	253.86	5.5479	0.75678	1.1379	331.42	0.25471	16.639	0.024908	supercritical
256.47	40.000	53.744	0.018607	179.80	254.23	5.5493	0.75673	1.1375	331.66	0.25407	16.654	0.024928	supercritical
256.80	40.000	53.665	0.018634	180.07	254.60	5.5508	0.75668	1.1372	331.89	0.25343	16.668	0.024948	supercritical
257.12	40.000	53.587	0.018661	180.33	254.97	5.5522	0.75663	1.1369	332.12	0.25279	16.683	0.024968	supercritical
257.45	40.000	53.509	0.018688	180.59	255.34	5.5537	0.75658	1.1365	332.35	0.25215	16.697	0.024988	supercritical
257.77	40.000	53.431	0.018716	180.85	255.71	5.5551	0.75654	1.1362	332.59	0.25151	16.712	0.025008	supercritical
258.10	40.000	53.354	0.018743	181.11	256.08	5.5565	0.75649	1.1358	332.82	0.25088	16.726	0.025028	supercritical
258.42	40.000	53.276	0.018770	181.37	256.45	5.5580	0.75644	1.1355	333.05	0.25025	16.741	0.025047	supercritical
258.75	40.000	53.199	0.018797	181.63	256.82	5.5594	0.75640	1.1352	333.28	0.24962	16.756	0.025067	supercritical
259.07	40.000	53.123	0.018824	181.89	257.19	5.5608	0.75635	1.1348	333.51	0.24899	16.770	0.025087	supercritical
259.40	40.000	53.046	0.018852	182.15	257.55	5.5622	0.75631	1.1345	333.74	0.24836	16.785	0.025107	supercritical
259.72	40.000	52.970	0.018879	182.41	257.92	5.5636	0.75626	1.1342	333.97	0.24774	16.799	0.025127	supercritical
260.05	40.000	52.894	0.018906	182.67	258.29	5.5651	0.75622	1.1339	334.20	0.24711	16.814	0.025147	supercritical
260.37	40.000	52.818	0.018933	182.93	258.66	5.5665	0.75617	1.1335	334.43	0.24649	16.828	0.025166	supercritical
260.70	40.000	52.743	0.018960	183.19	259.03	5.5679	0.75613	1.1332	334.66	0.24588	16.843	0.025186	supercritical
261.02	40.000	52.667	0.018987	183.45	259.40	5.5693	0.75608	1.1329	334.89	0.24526	16.857	0.025206	supercritical
261.35	40.000	52.592	0.019014	183.71	259.76	5.5707	0.75604	1.1326	335.12	0.24464	16.872	0.025226	supercritical
261.67	40.000	52.517	0.019041	183.97	260.13	5.5721	0.75600	1.1323	335.35	0.24403	16.886	0.025246	supercritical
262.00	40.000	52.443	0.019068	184.23	260.50	5.5735	0.75595	1.1320	335.58	0.24342	16.901	0.025266	supercritical
262.32	40.000	52.368	0.019095	184.49	260.87	5.5749	0.75591	1.1316	335.81	0.24281	16.915	0.025285	supercritical
262.65	40.000	52.294	0.019123	184.75	261.24	5.5763	0.75587	1.1313	336.04	0.24220	16.930	0.025305	supercritical
262.97	40.000	52.221	0.019150	185.01	261.60	5.5777	0.75583	1.1310	336.27	0.24159	16.944	0.025325	supercritical
263.30	40.000	52.147	0.019177	185.27	261.97	5.5791	0.75578	1.1307	336.50	0.24099	16.959	0.025345	supercritical
263.62	40.000	52.073	0.019204	185.52	262.34	5.5805	0.75574	1.1304	336.72	0.24039	16.973	0.025365	supercritical
263.95	40.000	52.000	0.019231	185.78	262.71	5.5819	0.75570	1.1301	336.95	0.23979	16.988	0.025385	supercritical
264.27	40.000	51.927	0.019258	186.04	263.07	5.5833	0.75566	1.1298	337.18	0.23919	17.002	0.025404	supercritical
264.60	40.000	51.855	0.019285	186.30	263.44	5.5847	0.75562	1.1295	337.41	0.23859	17.017	0.025424	supercritical
264.92	40.000	51.782	0.019312	186.56	263.81	5.5861	0.75558	1.1292	337.63	0.23800	17.031	0.025444	supercritical
265.25	40.000	51.710	0.019339	186.82	264.17	5.5875	0.75554	1.1289	337.86	0.23740	17.046	0.025464	supercritical
265.57	40.000	51.638	0.019366	187.08	264.54	5.5888	0.75550	1.1286	338.08	0.23681	17.060	0.025484	supercritical
265.90	40.000	51.566	0.019393	187.34	264.91	5.5902	0.75546	1.1283	338.31	0.23622	17.075	0.025504	supercritical
266.22	40.000	51.495	0.019420	187.60	265.28	5.5916	0.75542	1.1280	338.54	0.23563	17.089	0.025523	supercritical
266.55	40.000	51.423	0.019446	187.86	265.64	5.5930	0.75538	1.1277	338.76	0.23505	17.104	0.025543	supercritical
266.87	40.000	51.352	0.019473	188.11	266.01	5.5944	0.75534	1.1274	338.99	0.23446	17.118	0.025563	supercritical
267.20	40.000	51.281	0.019500	188.37	266.37	5.5957	0.75530	1.1272	339.21	0.23388	17.133	0.025583	supercritical
267.52	40.000	51.210	0.019527	188.63	266.74	5.5971	0.75526	1.1269	339.44	0.23330	17.147	0.025602	supercritical
267.85	40.000	51.140	0.019554	188.89	267.11	5.5985	0.75522	1.1266	339.66	0.23272	17.162	0.025622	supercritical
268.17	40.000	51.070	0.019581	189.15	267.47	5.5998	0.75518	1.1263	339.89	0.23214	17.176	0.025642	supercritical
268.50	40.000	51.000	0.019608	189.41	267.84	5.6012	0.75515	1.1260	340.11	0.23156	17.191	0.025662	supercritical
268.82	40.000	50.930	0.019635	189.67	268.20	5.6026	0.75511	1.1257	340.34	0.23099	17.205	0.025682	supercritical
269.15	40.000	50.860	0.019662	189.92	268.57	5.6039	0.75507	1.1255	340.56	0.23042	17.220	0.025701	supercritical
269.47	40.000	50.791	0.019689	190.18	268.94	5.6053	0.75503	1.1252	340.78	0.22984	17.234	0.025721	supercritical
269.80	40.000	50.722	0.019715	190.44	269.30	5.6066	0.75500	1.1249	341.01	0.22927	17.248	0.025741	supercritical
270.12	40.000	50.653	0.019742	190.70	269.67	5.6080	0.75496	1.1246	341.23	0.22871	17.263	0.025761	supercritical
270.45	40.000	50.584	0.019769	190.96	270.03	5.6093	0.75492	1.1244	341.45	0.22814	17.277	0.025781	supercritical
270.77	40.000	50.515	0.019796	191.21	270.40	5.6107	0.75489	1.1241	341.68	0.22758	17.292	0.025800	supercritical
271.10	40.000	50.447	0.019823	191.47	270.76	5.6120	0.75485	1.1238	341.90	0.22701	17.306	0.025820	supercritical
271.42	40.000	50.379	0.019850	191.73	271.13	5.6134	0.75481	1.1235	342.12	0.22645	17.321	0.025840	supercritical
271.75	40.000	50.311	0.019876	191.99	271.49	5.6147	0.75478	1.1233	342.34	0.22589	17.335	0.025860	supercritical
272.07	40.000	50.243	0.019903	192.25	271.86	5.6161	0.75474	1.1230	342.56	0.22533	17.349	0.025879	supercritical
272.40	40.000	50.175	0.019930	192.50	272.22	5.6174	0.75471	1.1227	342.79	0.22478	17.364	0.025899	supercritical
272.72	40.000	50.108	0.019957	192.76	272.59	5.6187	0.75467	1.1225	343.01	0.22422	17.378	0.025919	supercritical
273.05	40.000	50.041	0.019984	193.02	272.95	5.6201	0.75464	1.1222	343.23	0.22367	17.393	0.025939	supercritical
273.37	40.000	49.974	0.020010	193.28	273.32	5.6214	0.75460	1.1220	343.45	0.22312	17.407	0.025958	supercritical
273.70	40.000	49.907	0.020037	193.53	273.68	5.6228	0.75457	1.1217	343.67	0.22256	17.421	0.025978	supercritical
274.02	40.000	49.841	0.020064	193.79	274.05	5.6241	0.75453	1.1214	343.89	0.22202	17.436	0.025998	supercritical
274.35	40.000	49.774	0.020091	194.05	274.41	5.6254	0.75450	1.1212	344.11	0.22147	17.450	0.026018	supercritical
274.67	40.000	49.708	0.020117	194.31	274.78	5.6267	0.75447	1.1209	344.33	0.22092	17.465	0.026037	supercritical
275.00	40.000	49.642	0.020144	194.56	275.14	5.6281	0.75443	1.1207	344.55	0.22038	17.479	0.026057	supercritical
275.32	40.000	49.577	0.020171	194.82	275.50	5.6294	0.75440	1.1204	344.77	0.21984	17.493	0.026077	supercritical
275.65	40.000	49.511	0.020198	195.08	275.87	5.6307	0.75437	1.1202	344.99	0.21930	17.508	0.026096	supercritical
275.97	40.000	49.446	0.020224	195.34	276.23	5.6320	0.75433	1.1199	345.21	0.21876	17.522	0.026116	supercritical
276.30	40.000	49.380	0.020251	195.59	276.60	5.6333	0.75430	1.1197	345.43	0.21822	17.536	0.026136	supercritical
276.62	40.000	49.315	0.020278	195.85	276.96	5.6347	0.75427	1.1194	345.65	0.21768	17.551	0.026156	supercritical
276.95	40.000	49.251	0.020304	196.11	277.32	5.6360	0.75424	1.1192	345.87	0.21715	17.565	0.026175	supercritical
277.27	40.000	49.186	0.020331	196.36	277.69	5.6373	0.75421	1.1189	346.08	0.21661	17.580	0.026195	supercritical
277.60	40.000	49.122	0.020358	196.62	278.05	5.6386	0.75417	1.1187	346.30	0.21608	17.594	0.026215	supercritical
277.92	40.000	49.057	0.020384	196.88	278.42	5.6399	0.75414	1.1184	346.52	0.21555	17.608	0.026234	supercritical
278.25	40.000	48.993	0.020411	197.13	278.78	5.6412	0.75411	1.1182	346.74	0.21502	17.623	0.026254	supercritical
278.57	40.000	48.929	0.020438	197.39	279.14	5.6425	0.75408	1.1180	346.96	0.21449	17.637	0.026274	supercritical
278.90	40.000	48.866	0.020464	197.65	279.51	5.6438	0.75405	1.1177	347.17	0.21397	17.651	0.026294	supercritical
279.22	40.000	48.802	0.020491	197.90	279.87	5.6451	0.75402	1.1175	347.39	0.21344	17.666	0.026313	supercritical
279.55	40.000	48.739	0.020518	198.16	280.23	5.6464	0.75399	1.1172	347.61	0.21292	17.680	0.026333	supercritical
279.87	40.000	48.676	0.020544	198.42	280.59	5.6477	0.75396	1.1170	347.82	0.21240	17.694	0.026353	supercritical
280.20	40.000	48.613	0.020571	198.67	280.96	5.6490	0.75393	1.1168	348.04	0.21188	17.709	0.026372	supercritical
280.52	40.000	48.550	0.020597	198.93	281.32	5.6503	0.75390	1.1165	348.26	0.21136	17.723	0.026392	supercritical
280.85	40.000	48.487	0.020624	199.19	281.68	5.6516	0.75387	1.1163	348.47	0.21084	17.737	0.026412	supercritical
281.17	40.000	48.425	0.020651	199.44	282.05	5.6529	0.75384	1.1161	348.69	0.21032	17.752	0.026431	supercritical
281.50	40.000	48.363	0.020677	199.70	282.41	5.6542	0.75381	1.1158	348.90	0.20981	17.766	0.026451	supercritical
281.82	40.000	48.301	0.020704	199.96	282.77	5.6555	0.75378	1.1156	349.12	0.20930	17.780	0.026471	supercritical
282.15	40.000	48.239	0.020730	200.21	283.13	5.6568	0.75375	1.1154	349.34	0.20878	17.794	0.026490	supercritical
282.47	40.000	48.177	0.020757	200.47	283.50	5.6580	0.75372	1.1152	349.55	0.20827	17.809	0.026510	supercritical
282.80	40.000	48.115	0.020783	200.73	283.86	5.6593	0.75369	1.1149	349.77	0.20776	17.823	0.026530	supercritical
283.12	40.000	48.054	0.020810	200.98	284.22	5.6606	0.75366	1.1147	349.98	0.20726	17.837	0.026549	supercritical
283.45	40.000	47.993	0.020836	201.24	284.58	5.6619	0.75364	1.1145	350.20	0.20675	17.852	0.026569	supercritical
283.77	40.000	47.932	0.020863	201.49	284.95	5.6632	0.75361	1.1143	350.41	0.20624	17.866	0.026589	supercritical
284.10	40.000	47.871	0.020889	201.75	285.31	5.6644	0.75358	1.1140	350.62	0.20574	17.880	0.026608	supercritical
284.42	40.000	47.810	0.020916	202.01	285.67	5.6657	0.75355	1.1138	350.84	0.20524	17.894	0.026628	supercritical
284.75	40.000	47.750	0.020942	202.26	286.03	5.6670	0.75352	1.1136	351.05	0.20474	17.909	0.026648	supercritical
285.07	40.000	47.689	0.020969	202.52	286.39	5.6683	0.75350	1.1134	351.27	0.20424	17.923	0.026667	supercritical
285.40	40.000	47.629	0.020995	202.77	286.76	5.6695	0.75347	1.1132	351.48	0.20374	17.937	0.026687	supercritical
285.72	40.000	47.569	0.021022	203.03	287.12	5.6708	0.75344	1.1130	351.69	0.20324	17.951	0.026706	supercritical
286.05	40.000	47.509	0.021048	203.29	287.48	5.6721	0.75342	1.1127	351.90	0.20275	17.966	0.026726	supercritical
286.37	40.000	47.450	0.021075	203.54	287.84	5.6733	0.75339	1.1125	352.12	0.20225	17.980	0.026746	supercritical
286.70	40.000	47.390	0.021101	203.80	288.20	5.6746	0.75336	1.1123	352.33	0.20176	17.994	0.026765	supercritical
287.02	40.000	47.331	0.021128	204.05	288.56	5.6758	0.75334	1.1121	352.54	0.20127	18.008	0.026785	supercritical
287.35	40.000	47.272	0.021154	204.31	288.92	5.6771	0.75331	1.1119	352.76	0.20078	18.023	0.026805	supercritical
287.67	40.000	47.213	0.021181	204.56	289.29	5.6784	0.75328	1.1117	352.97	0.20029	18.037	0.026824	supercritical
288.00	40.000	47.154	0.021207	204.82	289.65	5.6796	0.75326	1.1115	353.18	0.19980	18.051	0.026844	supercritical
